Codice;Priorità;Titolo_ES;Titolo_EN;Num_Domande;Domande_ES;Domande_EN;Categoria
Mp.sw.2.r2;MEDIUM;¿Se realizan auditorías de código fuente?;Are source code audits performed?;71;"¿Se dispone de una política de protección de datos o se referencia la protección de datos en la política de seguridad de la información? | En su caso, ¿se ha designado un Delegado de Protección de Datos (DPD) y ha sido dicha designación notificada a la AEPD, especialmente si la organización pertenece al sector público o se ve afectada por los supuestos del art. 37.1 RGPD y 34 LOPDGDD? | ¿Se dispone de un registro de las actividades de tratamiento (RAT), que distinga los tratamientos como responsable y como encargado del tratamiento? | ¿Se ha determinado la necesidad/conveniencia de realizar una EIPD para determinados tratamientos? | ¿El análisis de riesgos tiene en cuenta la protección de datos personales? | ¿Se da cumplimiento al deber de informar por parte de la organización y se ha establecido un procedimiento para el ejercicio de derechos por parte de los interesados? | ¿Se identifica los incidentes de seguridad que afectan a datos personales, desencadenando acciones específicas como puede ser dar aviso al DPD? | Los incidentes de seguridad que consistan en una brecha de seguridad ¿Contemplan procedimientos frente a las violaciones de datos personales y la evaluación de si se requiere dar aviso a la AEPD o autoridad de control correspondiente y, en su caso, a los propios interesados? | ¿Se ha establecido alguna escala de calificación para la información sensible, como puede ser información ‘USO OFICIAL”, o bien se ha establecido una escala sujeta a normativa legal como es el caso de los sistemas que manejan información clasificada: (‘SECRETO’, ‘RESERVADO’, ‘CONFIDENCIAL’ o ‘DIFUSIÓN LIMITADA’? | ¿Se ha establecido algún ámbito de distribución o difusión de la información, como puede ser información ‘pública’, ‘de uso interno’, ‘restringida’, etc.? | ¿Se han establecido medidas de seguridad específicas, en función del nivel de seguridad de la información de que se trate, o de su calificación, en relación al tratamiento realizado respecto a ella? | ¿La PSI, o alguna norma interna o procedimiento que la desarrolle, recoge directa o indirectamente los criterios que en la organización determinan el nivel de seguridad requerido, atendiendo a la categorización del sistema y la valoración de los servicios soportados y la información manejada por éstos? | ¿El responsable de cada información sigue los criterios determinados en el ENS para asignar a cada información el nivel de seguridad requerido, y es responsable de su documentación y aprobación formal? | ¿Se le ha otorgado en exclusiva al responsable de cada información la potestad de modificar el nivel de seguridad requerido, de acuerdo a las disposiciones del ENS? | Tratándose de una Administración Pública, ¿se utilizan cualesquiera de los procedimientos y formas señalados en la Ley 39/2015, en la Ley 40/2015, ambas de 1 de octubre, y en la Ley 6/2020, de 11 de noviembre, en relación con la utilización de certificados electrónicos para firma electrónica, sello electrónico y autenticación de sitio web u otros mecanismos admitidos por la normativa vigente? NOTA: Únicamente debe considerarse la firma electrónica en el ámbito del sistema de información, como puede ser en un portal web o en la sede electrónica que se encuentren en el alcance. | Tratándose de un proveedor de la Administración Pública (como lo son todas las organizaciones obligadas por el ENS), ¿Se emplean asimismo certificados electrónicos reconocidos o cualificados para aquellos servicios que le presta a la Administración? | ¿Se emplean certificados electrónicos cualificados de proveedores que consten en la relación oficial española o europea? | Tratándose de un prestador de servicios de confianza, por ejemplo, una CA emisora de certificados electrónicos, ¿cumple con la normativa vigente en España, como es la Ley 6/2020, de 11 de noviembre, reguladora de determinados aspectos de los servicios electrónicos de confianza? ¿está certificado eIDAS? | ¿Se aplican los sellos de tiempo a aquella información que sea susceptible de ser utilizada como evidencia electrónica en el futuro? | Los datos pertinentes para la verificación posterior de la fecha ¿son tratados con la misma seguridad que la información fechada a efectos de disponibilidad, integridad y confidencialidad? | ¿Se renuevan regularmente los sellos de tiempo, hasta que la información protegida ya no sea requerida por el proceso administrativo al que da soporte? ¿Cómo se aplica el procedimiento de resellado? | ¿Se emplean ""sellos cualificados de tiempo electrónicos"" atendiendo a lo dispuesto en el Reglamento (UE) nº 910/2014 (eIDAS), relativo a la identificación electrónica, y normativa de desarrollo? | Para el Sellado de Tiempo ¿se utilizan productos certificados, según se determina en [op.pl.5]? | ¿Se asigna una fecha y hora a los documentos electrónicos, conforme a lo establecido en la guía CCN-STIC-807 Criptología de empleo en el ENS? | ¿Se dispone de normativa específica que obligue a revisar, y en su caso a eliminar, los metadatos de un documento, especialmente antes de que éste abandone el perímetro de la organización, por ejemplo, subido a un portal web o adjunto a un correo electrónico? | ¿Se dispone de herramientas automáticas de revisión y limpieza de metadatos o, en su defecto, de documentación que expliquen cómo llevarlo a cabo manualmente en función del tipo de documento? | ¿Se realizan copias de seguridad con la periodicidad y plazos de retención requeridos por los servicios que soporta el sistema de información? | ¿Las copias de seguridad se realizan acorde a lo que se determinan en normativa y/o procedimientos relativos a copias de seguridad? | ¿La normativa de copias de seguridad está armonizada con el RPO calculado en el BIA, caso de disponerse de este último? | ¿Si la herramienta informa, se ha determinado cómo actuar en caso de fallo en su realización? | Si se externalizan las copias ¿Se reciben informes detallados del proveedor? | ¿Se prueban regularmente los procedimientos de copia de seguridad y restauración, con una frecuencia dependiendo de la criticidad de los datos y del impacto que causaría la falta de disponibilidad? ¿se ha determinado como actuar en el caso de detectarse desviaciones respecto a lo previsto? | ¿Los procedimientos de respaldo establecen la frecuencia de las copias de seguridad? | ¿Los procedimientos de respaldo establecen la necesidad de realizar copias semanales, mensuales, etc., adicionalmente a las copias diarias? | ¿Los procedimientos de respaldo establecen los controles para el acceso autorizado a las copias de respaldo? | ¿Los procedimientos de respaldo establecen los requisitos de almacenamiento en el propio lugar en que se realizan las copias? | ¿La normativa de respaldo establece los requisitos de almacenamiento en otros lugares? | ¿Al menos una de las copias de seguridad se almacena de forma separada en lugar diferente, de tal manera que un incidente no pueda afectar simultáneamente tanto al repositorio original como a la copia? | ¿Se protege la información distribuida por medio de correo electrónico, tanto en el cuerpo de los mensajes, como en los anexos? ¿Si se emplea criptografía, ésta es acorde con la información a proteger? | ¿Se protege el servidor de correo electrónico, cuando es interno y/o gestionado por la propia organización, mediante una arquitectura y configuración de seguridad adecuadas a la relevancia del servicio de correo dentro del sistema de información, atendiendo a lo dispuesto en [op.exp.2]? | ¿Se dispone de herramientas de filtrado del correo no deseado o ‘spam’? | ¿Se dispone de herramientas de protección contra el código dañino que pueda estar presente en los mensajes de correo electrónico? | ¿Se dispone de herramientas que detecten el código móvil de tipo micro aplicación, en su expresión inglesa ‘applet’? | ¿Se establecen en la normativa limitaciones al uso del correo electrónico como soporte de comunicaciones privadas? | ¿Se organizan actividades de concienciación y formación relativas al uso del correo electrónico? | ¿Se evita que el servidor ofrezca acceso a los documentos por vías alternativas al protocolo determinado? | ¿Se previenen ataques de manipulación de URL? | ¿Se previenen ataques de manipulación de ‘cookies’? | ¿Se previenen ataques de inyección de código? | ¿Se previenen intentos de escalado de privilegios? | ¿Se previenen ataques de ‘cross site scripting’? | ¿Se realizan auditorías técnicas de seguridad de “caja negra”, de forma periódica, sobre las aplicaciones web durante la fase de desarrollo y antes de la fase de producción? | ¿La frecuencia de las auditorías técnicas de seguridad está definido en un procedimiento de auditoría? | ¿Se realizan auditorías de seguridad de “caja blanca” sobre las aplicaciones web durante la fase de desarrollo? | ¿Se emplean metodologías definidas y herramientas automáticas de detección de vulnerabilidades en la realización de las auditorías técnicas de seguridad sobre las aplicaciones web? | Una vez finalizada una auditoría técnica de seguridad, ¿se analizan los resultados y se solventan las vulnerabilidades encontradas mediante los procedimientos elaborados al efecto para la gestión de cambios? | ¿Se ha establecido una normativa destacando el uso de internet que se autoriza y las limitaciones de uso personal? ¿se concreta el uso permitido de conexiones cifradas? | ¿Se llevan a cabo regularmente actividades de concienciación sobre higiene en la navegación web, fomentando el uso seguro y alertando de usos incorrectos? | ¿Se forma al personal encargado de la administración del sistema en monitorización del servicio y respuesta a incidentes? | ¿Se protege la información de resolución de direcciones web y de establecimiento de conexiones? | ¿Se protege a la organización en general y al puesto de trabajo en particular frente a problemas que se materializan vía navegación web? | ¿Se protege contra la actuación de programas dañinos tales como páginas activas, descargas de código ejecutable, etc., previniendo la exposición del sistema a vectores de ataque del tipo spyware, ransomware, etc.? | ¿Se ha establecido una política ejecutiva de control de cookies? | ¿Se registra el uso de la navegación web, estableciendo los elementos que se registran, el periodo de r tención de estos registros y el uso que el organismo prevé hacer de ellos? | ¿Se ha establecido una función para la ruptura de canales cifrados a fin de inspeccionar su contenido, indicando qué se analiza, qué se registra, durante cuánto tiempo se retienen los registros y qué uso prevé hacer el organismo de estas inspecciones? | ¿Se ha establecido una lista negra de destinos vetados? | ¿Se ha planificado y dotado al sistema de capacidad suficiente para atender a la carga prevista con holgura? | ¿Se han desplegado tecnologías para prevenir los ataques conocidos? | ¿Se ha establecido un sistema de detección y tratamiento de ataques de denegación de servicio (DoS y DDoS)? | ¿Se han establecido procedimientos de reacción a los ataques, incluyendo la comunicación con el proveedor de comunicaciones? | ¿Se dispone de un acuerdo suscrito con el proveedor de comunicaciones para que aporte protección frente a ataques de denegación de servicio como alternativa o complemento a los medios propios de detección y respuesta?";"Is there a data protection policy in place or is data protection referenced in the information security policy? | If applicable, has a Data Protection Officer (DPD) been appointed and has said designation been notified to the AEPD, especially if the organization belongs to the public sector or is affected by the assumptions of art. 37.1 RGPD and 34 LOPDGDD? | Is there a record of processing activities (RAT), which distinguishes the treatments as responsible and as processor? | Has the need/advisability of performing a DPIA for certain treatments been determined? | Does the risk analysis take into account the protection of personal data? | Is the organization's duty to inform complied with and has a procedure been established for the exercise of rights by interested parties? | Are security incidents that affect personal data identified, triggering specific actions such as notifying the DPD? | Do security incidents that consist of a security breach contemplate procedures for personal data violations and the evaluation of whether it is required to notify the AEPD or corresponding control authority and, where appropriate, the interested parties themselves? | Has a rating scale been established for sensitive information, such as 'OFFICIAL USE' information, or has a scale subject to legal regulations been established, such as systems that handle classified information: ('SECRET', 'RESERVED', 'CONFIDENTIAL' or 'LIMITED DISSEMINATION'? | Has any area of ​​distribution or dissemination of information been established, such as 'public', 'internal use', 'restricted' information, etc.? | Have specific security measures been established, depending on the level of security of the information in question, or its qualification, in relation to the processing carried out on it? | Does the PSI, or any internal standard or procedure that develops it, directly or indirectly collect the criteria that determine the level of security required in the organization, taking into account the categorization of the system and the assessment of the services supported and the information managed by them? | Does the person responsible for each information follow the criteria determined in the ENS to assign each information the required security level, and is responsible for its documentation and formal approval? | Has the person responsible for each information been exclusively granted the power to modify the required security level, in accordance with the provisions of the ENS? | In the case of a Public Administration, are any of the procedures and forms indicated in Law 39/2015, in Law 40/2015, both of October 1, and in Law 6/2020, of November 11, used in relation to the use of electronic certificates for electronic signature, electronic seal and website authentication or other mechanisms admitted by current regulations? NOTE: The electronic signature should only be considered in the scope of the information system, such as in a web portal or in the electronic headquarters that are within the scope. | In the case of a Public Administration provider (as are all organizations obliged by the ENS), are recognized or qualified electronic certificates also used for those services provided to the Administration? | Are qualified electronic certificates from suppliers that appear in the official Spanish or European relationship used? | In the case of a trust service provider, for example, a CA issuing electronic certificates, does it comply with the regulations in force in Spain, such as Law 6/2020, of November 11, regulating certain aspects of electronic trust services? Is it eIDAS certified? | Are time stamps applied to information that may be used as electronic evidence in the future? | Is data relevant for subsequent date verification treated with the same security as dated information for the purposes of availability, integrity and confidentiality? | Are time stamps renewed regularly until the protected information is no longer required by the administrative process it supports? How is the resealing procedure applied? | Are ""qualified electronic time stamps"" used in accordance with the provisions of Regulation (EU) No. 910/2014 (eIDAS), relating to electronic identification, and implementing regulations? | Are certified products used for Time Stamping, as determined in [op.pl.5]? | Is a date and time assigned to electronic documents, in accordance with the provisions of the CCN-STIC-807 Employment Cryptology guide at the ENS? | Are there specific regulations that require reviewing, and where appropriate deleting, the metadata of a document, especially before it leaves the organization's perimeter, for example, uploaded to a web portal or attached to an email? | Are there automatic tools for reviewing and cleaning metadata or, failing that, documentation that explains how to do it manually depending on the type of document? | Are backup copies made with the frequency and retention periods required by the services supported by the information system? | Are backup copies made in accordance with what is determined in regulations and/or procedures related to backup copies? | Are the backup regulations harmonized with the RPO calculated in the BIA, if the latter is available? | If the tool informs, has it been determined how to act in case of failure in its implementation? | If copies are outsourced, are detailed reports received from the supplier? | Are backup and restore procedures tested regularly, with frequency depending on the criticality of the data and the impact that unavailability would cause? Has it been determined how to act in the event of detection of deviations from what was planned? | Do backup procedures establish the frequency of backups? | Do backup procedures establish the need to make weekly, monthly, etc. copies in addition to daily copies? | Do backup procedures establish controls for authorized access to backup copies? | Do backup procedures establish storage requirements at the location where backups are made? | Do supporting regulations set out storage requirements elsewhere? | Is at least one of the backups stored separately in a different location, so that an incident cannot simultaneously affect both the original repository and the copy? | Is the information distributed by email protected, both in the body of the messages and in the attachments? If cryptography is used, is it consistent with the information to be protected? | Is the email server protected, when it is internal and/or managed by the organization itself, through a security architecture and configuration appropriate to the relevance of the email service within the information system, taking into account the provisions of [op.exp.2]? | Are spam filtering tools available? | Are there tools available to protect against harmful code that may be present in email messages? | Are there tools available that detect micro-application type mobile code, in its English expression 'applet'? | Are limitations established in the regulations on the use of email as a medium for private communications? | Are awareness-raising and training activities organized regarding the use of email? | Is the server prevented from offering access to documents through alternative means to the given protocol? | Are URL manipulation attacks prevented? | Are cookie manipulation attacks prevented? | Are code injection attacks prevented? | Are privilege escalation attempts prevented? | Are cross site scripting attacks prevented? | Are “black box” technical security audits performed periodically on web applications during the development phase and before the production phase? | Is the frequency of technical security audits defined in an audit procedure? | Are “white box” security audits performed on web applications during the development phase? | Are defined methodologies and automatic vulnerability detection tools used when carrying out technical security audits on web applications? | Once a technical security audit is completed, are the results analyzed and the vulnerabilities found resolved through the procedures developed for this purpose for change management? | Have regulations been established highlighting the authorized use of the Internet and the limitations on personal use? Is the permitted use of encrypted connections specified? | Are hygiene awareness activities carried out regularly in web browsing, encouraging safe use and warning of incorrect use? | Are the personnel in charge of system administration trained in service monitoring and incident response? | Is web address resolution and connection establishment information protected? | Is the organization in general and the workplace in particular protected from problems that materialize via web browsing? | Is it protected against the actions of harmful programs such as active pages, downloads of executable code, etc., preventing the system from being exposed to attack vectors such as spyware, ransomware, etc.? | Has an executive cookie control policy been established? | Is the use of web browsing recorded, establishing the elements that are recorded, the period of retention of these records and the use that the organization plans to make of them? | Has a function been established for breaking encrypted channels to inspect their content, indicating what is analyzed, what is recorded, how long the records are retained, and what use the agency intends to make of these inspections? | Has a blacklist of banned destinations been established? | Has the system been planned and provided with sufficient capacity to meet the expected load with ease? | Have technologies been deployed to prevent known attacks? | Has a system for detecting and dealing with denial of service (DoS and DDoS) attacks been established? | Have procedures been established to react to attacks, including communication with the communications provider? | Is there an agreement signed with the communications provider to provide protection against denial of service attacks as an alternative or complement to your own detection and response means?";ANEXO II-MEDIDAS DE PROTECCIÓN
Op.exp.1;MEDIUM;Inventario de activos;Asset Inventory;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.1;MEDIUM;¿Se dispone de un inventario de todos los elementos del sistema?;Is there an inventory of all the elements of the system?;3;¿Se mantiene el inventario de activos actualizado, quedando claramente definido quién(es) tiene(n) dicha responsabilidad? | Especialmente para categorías MEDIA y ALTA, ¿se realizan verificaciones periódicas respecto a la exactitud del inventario? | ¿Se detalla en el inventario la naturaleza de cada activo, identificando a su responsable?;Is the asset inventory kept updated, clearly defining who(s) has said responsibility? | Especially for MEDIUM and HIGH categories, are periodic verifications carried out regarding the accuracy of the inventory? | Is the nature of each asset detailed in the inventory, identifying the person responsible?;ANEXO II -MARCO OPERACIONAL
Op.exp.1.r1;MEDIUM;¿Forma parte del inventario el etiquetado del equipamiento y del cableado?;Is equipment and wiring labeling part of the inventory?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.1.r2;MEDIUM;¿Se dispone de herramientas que permitan visualizar de forma continua el estado de todos los equipos en la red?;Are there tools available that allow you to continuously view the status of all the equipment on the network?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.1.r3;MEDIUM;¿Se dispone de herramientas que permitan categorizar los activos críticos por contexto de la organización y riesgos de seguridad?;Are tools available to categorize critical assets by organizational context and security risks?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.1.r4;MEDIUM;¿Se mantiene actualizada una relación formal de los componentes software de terceros, empleados en el despliegue del sistema?;Is a formal list of third-party software components used in the deployment of the system kept up to date?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.10;MEDIUM;Protección de claves criptográficas;Cryptographic key protection;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.10;MEDIUM;¿Se gestionan de forma segura las claves criptográficas?;Are cryptographic keys managed securely?;3;¿Se protegen las claves criptográficas durante todo su ciclo de vida? | ¿Los medios de generación de claves están aislados de los medios de explotación? | Las claves retiradas de operación que deban ser archivadas, ¿lo son en medios aislados de los de explotación?;Are cryptographic keys protected throughout their life cycle? | Are the key generation means isolated from the exploitation means? | Are the keys removed from operation that must be archived on media isolated from those of exploitation?;ANEXO II -MARCO OPERACIONAL
Op.exp.10.r1;MEDIUM;¿Se emplean algoritmos y parámetros autorizados por el CCN para generar las claves criptográficas?;Are algorithms and parameters authorized by the CCN used to generate cryptographic keys?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.10.r2;MEDIUM;¿Se emplean cifradores que cumplan con los requisitos establecidos en la guía CCN-STIC que sea de aplicación?;Are ciphers used that meet the requirements established in the applicable CCN-STIC guide?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.2;MEDIUM;Configuración de seguridad;Security settings;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.2;MEDIUM;¿Se realiza una configuración de seguridad (bastionado) a los equipos, previamente a su puesta en producción?;Is a security configuration (bastioned) carried out on the equipment prior to putting it into production?;4;¿Se han configurado los equipos, previamente a su entrada en operación, retirándoles cuentas y contraseñas standard? | ¿Se han configurado los equipos, previamente a su entrada en operación, aplicándoles la regla de ‘mínima funcionalidad’, es decir, que el sistema proporcione la funcionalidad mínima imprescindible para que la organización alcance sus objetivos? | ¿Se han configurado los equipos, previamente a su entrada en operación, de manera que se aplique la regla de ‘seguridad por defecto’? | ¿Se han configurado y gestionado las máquinas virtuales, previamente a su entrada en operación, de un modo igual de seguro al empleado para las máquinas físicas?;Have the equipment been configured, prior to its entry into operation, removing standard accounts and passwords? | Have the equipment been configured, prior to its entry into operation, applying the 'minimum functionality' rule, that is, that the system provides the minimum functionality essential for the organization to achieve its objectives? | Have the equipment been configured, prior to its entry into operation, so that the 'default security' rule is applied? | Have virtual machines been configured and managed, prior to their entry into operation, in a manner equally secure as that used for physical machines?;ANEXO II -MARCO OPERACIONAL
Op.exp.3;MEDIUM;Gestión de la configuración de seguridad;Security configuration management;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.3;MEDIUM;¿Se gestiona de forma continua la configuración de los componentes del sistema?;Is the configuration of system components managed on an ongoing basis?;6;¿Se gestiona de forma continua la configuración de los componentes del sistema, manteniéndose en todo momento la regla de ‘funcionalidad mínima’? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, manteniéndose en todo momento la regla de ‘mínimo privilegio’? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, de modo que el sistema se adapta a las posibles nuevas necesidades, previamente autorizadas? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, de modo que el sistema reacciona a posibles vulnerabilidades notificadas? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, de modo que el sistema reacciona a posibles incidentes? | ¿Se gestiona de forma continua la configuración de los componentes del sistema, de modo que la configuración de seguridad únicamente puede editarse por personal debidamente autorizado?;Is the configuration of system components managed continuously, maintaining the 'minimum functionality' rule at all times? | Is the configuration of system components managed continuously, maintaining the 'least privilege' rule at all times? | Is the configuration of the system components managed continuously, so that the system adapts to possible new, previously authorized needs? | Is the configuration of system components managed continuously, so that the system reacts to possible reported vulnerabilities? | Is the configuration of system components managed continuously so that the system reacts to potential incidents? | Are the configuration of system components managed on an ongoing basis, so that security settings can only be edited by appropriately authorized personnel?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r1;MEDIUM;¿Se dispone, para los componentes del sistema, de configuraciones autorizadas, mantenidas y verificadas, junto a la identificación de servicios autorizados?;Are authorized, maintained and verified configurations available for system components, along with identification of authorized services?;3;¿Se dispone de configuraciones hardware/software autorizadas y mantenidas regularmente para los servidores, elementos de red y estaciones de trabajo? | ¿Se verifica periódicamente la configuración hardware/software del sistema, para asegurarse que no se han introducido ni instalado elementos no autorizados? | ¿Se mantiene una lista de servicios autorizados para servidores y estaciones de trabajo?;Are authorized and regularly maintained hardware/software configurations available for servers, network elements and workstations? | Is the hardware/software configuration of the system periodically checked to ensure that unauthorized elements have not been introduced or installed? | Is a list of authorized services maintained for servers and workstations?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r2;MEDIUM;¿Se han establecido responsabilidades sobre la configuración de seguridad del sistema?;Have responsibilities been established for system security configuration?;1;¿La configuración de seguridad del sistema operativo y aplicaciones, tanto de estaciones y servidores, como de la electrónica de red del sistema, es responsabilidad de un número muy limitado de administradores del sistema?;Is the security configuration of the operating system and applications, both of stations and servers, and of the system's network electronics, the responsibility of a very limited number of system administrators?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r3;MEDIUM;¿Se realizan copias de seguridad de la configuración del sistema?;Are system settings backed up?;1;¿Se realizan copias de seguridad de la configuración del sistema de forma que sea posible reconstruir éste, en parte o en su totalidad, tras un incidente?;Are system configuration backups made so that it is possible to rebuild the system, in part or in its entirety, after an incident?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r4;MEDIUM;¿Se mantiene actualizada la configuración de seguridad del sistema operativo y de las aplicaciones?;Are operating system and application security settings kept up to date?;1;¿La configuración de seguridad del sistema operativo y de las aplicaciones se mantiene actualizada a través de una herramienta automática, o mediante un procedimiento manual, que permite la instalación de las correspondientes modificaciones de versión y actualizaciones de seguridad oportunas?;Are the security settings of the operating system and applications kept up to date through an automatic tool, or through a manual procedure, which allows the installation of the corresponding version modifications and timely security updates?;ANEXO II -MARCO OPERACIONAL
Op.exp.3.r5;MEDIUM;¿Se dispone de herramientas de monitorización de la seguridad?;Are security monitoring tools available?;1;¿Se dispone de herramientas que permitan conocer el estado de seguridad de la configuración de los dispositivos de red de forma periódica y, en el caso de que resulte deficiente, poder corregirlo?;Are there tools available that allow you to know the security status of the configuration of network devices periodically and, if it is deficient, to be able to correct it?;ANEXO II -MARCO OPERACIONAL
Op.exp.4;MEDIUM;Mantenimiento y actualizaciones de seguridad;Maintenance and security updates;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.4;MEDIUM;¿Se realiza, de forma sistemática, el mantenimiento del equipamiento físico y lógico del sistema?;Is maintenance of the physical and logical equipment of the system carried out systematically?;3;¿En lo relativo a instalación y mantenimiento del equipamiento físico y lógico que constituye el sistema, se atiende a las especificaciones de los fabricantes? | ¿Se dispone de un procedimiento para analizar, priorizar y determinar cuándo aplicar las actualizaciones de seguridad, parches, mejoras y nuevas versiones? | ¿El mantenimiento es realizado únicamente por personal debidamente autorizado?;Regarding the installation and maintenance of the physical and logical equipment that constitutes the system, are the manufacturers' specifications met? | Is there a procedure to analyze, prioritize and determine when to apply security updates, patches, improvements and new versions? | Is maintenance carried out only by duly authorized personnel?;ANEXO II -MARCO OPERACIONAL
Op.exp.4.r1;MEDIUM;Antes de poner en producción una nueva versión o una versión parcheada, ¿se comprueba en un entorno de prueba controlado, consistente en cuanto a configuración con el entorno de producción, que la nueva instalación funciona correctamente y no disminuye la eficacia de las funciones necesarias para el trabajo diario?;Before putting a new version or a patched version into production, is it verified in a controlled test environment, configurationally consistent with the production environment, that the new installation works correctly and does not reduce the effectiveness of the functions necessary for daily work?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.4.r2;MEDIUM;Antes de la aplicación de las configuraciones, parches y actualizaciones de seguridad, ¿se prevé un mecanismo de vuelta atrás para revertirlos en caso de la aparición de efectos adversos?;Before the application of configurations, patches and security updates, is a rollback mechanism provided to revert them in the event of adverse effects?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.4.r3;MEDIUM;¿Se comprueba de forma periódica la actualización e integridad del firmware utilizado en los dispositivos hardware del sistema (infraestructura de red, BIOS, etc.)?;Is the update and integrity of the firmware used on the system's hardware devices (network infrastructure, BIOS, etc.) periodically checked?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.4.r4;MEDIUM;¿Se despliega una estrategia de monitorización continua de amenazas?;Is a continuous threat monitoring strategy deployed?;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.5;MEDIUM;Gestión de cambios;Change management;0;;;ANEXO II -MARCO OPERACIONAL
Op.exp.5;MEDIUM;¿Se gestionan los cambios que se realizan en el sistema de información?;Are changes made to the information system managed?;6;¿Se planifican los cambios para reducir el impacto sobre la prestación de los servicios afectados? | Para cada petición de cambio ¿se registra suficiente información para que quien deba autorizarla no tenga dudas al respecto y pueda gestionarla hasta su desestimación o implementación? | Las pruebas de preproducción, siempre que sea posible realizarlas, ¿se efectúan en equipos equivalentes a los de producción, al menos en los aspectos específicos del cambio? | ¿Se determina mediante análisis de riesgos si los cambios son relevantes para la seguridad del sistema? ¿Se puede evidenciar que aquellos cambios que implican una situación de riesgo ALTO son aprobados explícitamente, de forma previa a su implementación, por el Responsable de Seguridad además de quienes tengan competencia asignada para ello? | Una vez implementado un cambio, ¿Se realizan las pruebas de aceptación convenientes? | Si las pruebas de aceptación son positivas, ¿se actualiza la documentación de configuración (diagramas de red, manuales, el inventario, etc.), siempre que proceda?;Are changes planned to reduce the impact on the provision of affected services? | For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? | Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? | Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? | Once a change is implemented, are appropriate acceptance tests carried out? | If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?;ANEXO II -MARCO OPERACIONAL
Op.exp.5.r1;MEDIUM;¿Se prevé algún mecanismo de vuelta atrás de los cambios, se documentan éstos y se notifican al Responsable de Seguridad los fallos detectados?;Is there a mechanism for reversing changes, are these documented and are the Security Manager notified of detected failures?;3;Antes de la aplicación de los cambios, ¿se prevé un mecanismo de vuelta atrás para revertirlos en caso de la aparición de efectos adversos? | Tras la implantación de un cambio ¿son comunicados al responsable designado en la estructura de seguridad todos los fallos detectados en el software y en el hardware? | ¿Se documentan todos los cambios, incluyendo una valoración del impacto que dicho cambio supone en la seguridad del sistema?;Before the changes are applied, is a rollback mechanism provided to reverse them in the event of adverse effects? | After the implementation of a change, are all failures detected in the software and hardware communicated to the person designated in the security structure? | Are all changes documented, including an assessment of the impact that the change has on the security of the system?;ANEXO II -MARCO OPERACIONAL
Op.exp.6;MEDIUM;Protección frente a código dañino;Protection against harmful code;0;;;ANEXO II -MARCO OPERACIONAL
