source_id,source_text,target_id,target_text,label
ISP-02.2,The policies and procedures shall include staff qualification requirements and the establishment of substitution rules in their description of roles and responsibilities within the organization,SP-02,"Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts.
The review shall consider at least the following aspects:
. Organisational and technical changes in the procedures for providing the cloud service; and
. Legal and regulatory changes in the Cloud Service Provider´s environment.
Revised policies and instructions are approved before they become effective.",1
ISP-02.3,The CSP shall communicate and make available the policies and procedures to all internal and external employees,SP-01,"Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner.
The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body.
The policies and instructions describe at least the following aspects:
. Objectives;
. Scope;
. Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules;
. Roles and dependencies on other organisations (especially cloud customers and subservice organisations);
. Steps for the execution of the security strategy; and
. Applicable legal and regulatory requirements.",1
ISP-02.3,The CSP shall communicate and make available the policies and procedures to all internal and external employees,SP-02,"Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts.
The review shall consider at least the following aspects:
. Organisational and technical changes in the procedures for providing the cloud service; and
. Legal and regulatory changes in the Cloud Service Provider´s environment.
Revised policies and instructions are approved before they become effective.",1
ISP-02.4,The CSP’s top management shall approve the security policies and procedures or delegate this responsibility to authorized bodies,SP-01,"Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner.
The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body.
The policies and instructions describe at least the following aspects:
. Objectives;
. Scope;
. Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules;
. Roles and dependencies on other organisations (especially cloud customers and subservice organisations);
. Steps for the execution of the security strategy; and
. Applicable legal and regulatory requirements.",1
ISP-02.4,The CSP’s top management shall approve the security policies and procedures or delegate this responsibility to authorized bodies,SP-02,"Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts.
The review shall consider at least the following aspects:
. Organisational and technical changes in the procedures for providing the cloud service; and
. Legal and regulatory changes in the Cloud Service Provider´s environment.
Revised policies and instructions are approved before they become effective.",1
ISP-02.5,"In case of a delegation, the authorized bodies shall report at least annually to the top management on the security policies and their implementation",SP-01,"Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner.
The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body.
The policies and instructions describe at least the following aspects:
. Objectives;
. Scope;
. Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules;
. Roles and dependencies on other organisations (especially cloud customers and subservice organisations);
. Steps for the execution of the security strategy; and
. Applicable legal and regulatory requirements.",1
ISP-02.5,"In case of a delegation, the authorized bodies shall report at least annually to the top management on the security policies and their implementation",SP-02,"Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts.
The review shall consider at least the following aspects:
. Organisational and technical changes in the procedures for providing the cloud service; and
. Legal and regulatory changes in the Cloud Service Provider´s environment.
Revised policies and instructions are approved before they become effective.",1
ISP-02.6,"The CSP’s subject matter experts shall review the policies and procedures for adequacy at least annually, when the global information security policy is updated, and when major changes may affect the security of the cloud service",SP-01,"Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner.
The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body.
The policies and instructions describe at least the following aspects:
. Objectives;
. Scope;
. Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules;
. Roles and dependencies on other organisations (especially cloud customers and subservice organisations);
. Steps for the execution of the security strategy; and
. Applicable legal and regulatory requirements.",1
ISP-02.6,"The CSP’s subject matter experts shall review the policies and procedures for adequacy at least annually, when the global information security policy is updated, and when major changes may affect the security of the cloud service",SP-02,"Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts.
The review shall consider at least the following aspects:
. Organisational and technical changes in the procedures for providing the cloud service; and
. Legal and regulatory changes in the Cloud Service Provider´s environment.
Revised policies and instructions are approved before they become effective.",1
ISP-02.7,"After an update of procedures and policies, they shall be approved before they become effective, and then communicated and made available to internal and external employees",SP-01,"Policies and instructions (incl. concepts and guidelines) are derived from the information security policy and are documented according to a uniform structure. They are communicated and made available to all internal and external employees of the Cloud Service Provider in an appropriate manner.
The policies and instructions are version controlled and approved by the top management of the Cloud Service Provider or an authorised body.
The policies and instructions describe at least the following aspects:
. Objectives;
. Scope;
. Roles and responsibilities, including staff qualification requirements and the establishment of substitution rules;
. Roles and dependencies on other organisations (especially cloud customers and subservice organisations);
. Steps for the execution of the security strategy; and
. Applicable legal and regulatory requirements.",1
ISP-02.7,"After an update of procedures and policies, they shall be approved before they become effective, and then communicated and made available to internal and external employees",SP-02,"Information security policies and instructions are reviewed at least annually for adequacy by the Cloud Service Provider´s subject matter experts.
The review shall consider at least the following aspects:
. Organisational and technical changes in the procedures for providing the cloud service; and
. Legal and regulatory changes in the Cloud Service Provider´s environment.
Revised policies and instructions are approved before they become effective.",1
ISP-03.1,"The CSP shall maintain a list of exceptions to the security policies and procedures, including associated controls.",SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
ISP-03.2,The exceptions are limited in time,SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
ISP-03.3,"The exceptions shall be subjected to the RM-01 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners",SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
ISP-03.4,The exceptions to a security policy or procedure shall be approved by the top management or authorized body who approved the security policy or procedure,SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
ISP-03.5,The list of exceptions shall be reviewed at least annually,SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
ISP-03.6,"The approvals of the list of exceptions shall be reiterated at least annually, even if the list has not been updated",SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
ISP-03.7,The list of exceptions shall be automatically monitored to ensure that the validity of approved exceptions has not expired and that all reviews and approvals are up-to-date,SP-03,"Exceptions to the policies and instructions for information security as well as respective controls go through the OIS-06 risk management process, including approval of these exceptions and acceptance of the associated risks by the risk owners. The approvals of exceptions are documented, limited in time and are reviewed for appropriateness at least annually by the risk owners.",1
RM-01.1,"The CSP shall document policies and procedures in accordance with ISP-02 for the following aspects:  Identification of risks associated with the loss of confidentiality, integrity, availability and authenticity of information within the scope of the ISMS and assigning risk owners;  Analysis of the probability and impact of occurrence and determination of the level of risk;  Evaluation of the risk analysis based on defined criteria for risk acceptance and prioritisation of handling;  Handling of risks through measures, including approval of authorisation and acceptance of residual risks by risk owners; and  Documentation of the activities implemented to enable consistent, valid and comparable results.",OIS-06,"Policies and instructions for risk management procedures are documented, communicated and provided in accordance with SP-01 for the following aspects:
. Identification of risks associated with the loss of confidentiality, integrity, availability and authenticity of information within the scope of the ISMS and assigning risk owners;
. Analysis of the probability and impact of occurrence and determination of the level of risk;
. Evaluation of the risk analysis based on defined criteria for risk acceptance and prioritisation of handling;
. Handling of risks through measures, including approval of authorisation and acceptance of residual risks by risk owners; and
. Documentation of the activities implemented to enable consistent, valid and comparable results.",1
RM-01.2,The CSP shall use a documented risk analysis method that guarantees reproducibility and comparability of the approach,OIS-06,"Policies and instructions for risk management procedures are documented, communicated and provided in accordance with SP-01 for the following aspects:
. Identification of risks associated with the loss of confidentiality, integrity, availability and authenticity of information within the scope of the ISMS and assigning risk owners;
. Analysis of the probability and impact of occurrence and determination of the level of risk;
. Evaluation of the risk analysis based on defined criteria for risk acceptance and prioritisation of handling;
. Handling of risks through measures, including approval of authorisation and acceptance of residual risks by risk owners; and
. Documentation of the activities implemented to enable consistent, valid and comparable results.",1
RM-02.1,The CSP shall implement the policies and procedures covering risk assessment on the entire perimeter of the cloud service.,OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-02.2,The CSP shall make the results of the risk assessment available to relevant stakeholders,OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-02.3,"The CSP shall review and revise the risk assessment at least annually, and after each major change that may affect the security of the cloud service.",OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-02.4,The CSP shall monitor the evolution of the risk factors and revise the risk assessment results accordingly December 2020,OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-03.1,The CSP shall prioritize risks according to their criticality,OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-03.2,"The CSP shall define and implement a plan to treat risks according to their priority level by reducing or avoiding them through security controls, by sharing them, or by retaining them.",OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-03.3,The risk treatment plan shall reduce the risk level to a threshold that the risk owners deem acceptable (Residual Risk).,OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-03.4,The risk owners shall formally approve the treatment plan and in particular accept the residual risk,OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-03.5,The CSP shall make the risk treatment plan available to relevant stakeholders,OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-03.6,"If the CSP shares risks with the CSC, the shared risks shall be associated to Complementary Customer Controls (CCCs) and described in the user documentation",OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-03.7,The CSP shall revise the risk treatment plan every time the risk assessment is revised.,OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
RM-03.8,"The risk owners shall review for adequacy the analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, after each revision of the risk assessment and treatment plans.",OIS-07,"The Cloud Service Provider executes the process for handling risks as needed or at least once a year. The following aspects are taken into account when identifying risks, insofar as they are applicable to the cloud service provided and are within the area of responsibility of the Cloud Service Provider:
. Processing, storage or transmission of data of cloud customers with different protection needs;
. Occurrence of vulnerabilities and malfunctions in technical protective measures for separating shared resources;
. Attacks via access points, including interfaces accessible from public networks;
. Conflicting tasks and areas of responsibility that cannot be separated for organisational or technical reasons; and
. Dependencies on subservice organisations.
The analysis, evaluation and treatment of risks, including the approval of actions and acceptance of residual risks, is reviewed for adequacy at least annually by the risk owners.",1
HR-01.1,"The CSP shall classify information security-sensitive positions according to their level of risk, including positions related to IT administration and to the provisioning of the cloud service in the production environment, and all positions with access to cloud customer data or system components.",HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
HR-01.2,The CSP shall include in its employment contracts or on a dedicated code of conduct or ethics an overarching agreement from internal and external employees to act ethically in their professional duties.,HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
HR-01.3,"The CSP shall document, communicate and implement a policy that describes actions to take in the event of violations of policies and instructions or applicable legal and regulatory requirements, including at least the following aspects:  Verifying whether a violation has occurred; and  Consideration of the nature and severity of the violation and its impact",HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
HR-01.4,"If disciplinary measures are defined in the policy mentioned in HR-01.3, then the internal and external employees of the CSP shall be informed about possible disciplinary measures and the use of these disciplinary measures shall be appropriately documented.",HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
HR-02.1,"The competency and integrity of all internal and external employees of the CSP with access to cloud customer data or system components under the CSP’s responsibility, or who are responsible to provide the cloud service in the production environment shall be reviewed before commencement of employment in a position classified in objective HR-01. The extent of the review shall be proportional to the business context, the sensitivity of the information that will be accessed by the employee, and the associated risks.",HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
HR-02.3,The competency and integrity of internal and external employees of the CSP shall be reviewed before commencement of employment in a position with a higher risk classification that their previous position,HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
HR-02.4,"The competency and integrity of internal and external employees of the CSP shall be reviewed annually for the employees in positions with the highest levels of risk classification, starting at a level to be defined in the human resource policy",HR-01,"The competency and integrity of all internal and external employees of the Cloud Service Provider with access to cloud customer data or system components under the Cloud Service Provider´s responsibility who are responsible to provide the cloud service in the production environment shall be verified prior to commencement of employment in accordance with local legislation and regulation by the Cloud Service Provider.
To the extent permitted by law, the review will cover the following areas:
. Verification of the person through identity card;
. Verification of the CV;
. Verification of academic titles and degrees;
. Request of a police clearance certificate for applicants;
. Certificate of good conduct or national equivalent; and
. Evaluation of the risk to be blackmailed.",1
HR-03.1,The CSP shall ensure that all internal and external employees are required by their employment terms and conditions to comply with all applicable information security policies and procedures,HR-02,"The Cloud Service Provider´s internal and external employees are required by the employment terms and conditions to comply with applicable policies and instructions relating to information security.
The information security policy, and the policies and instructions based on it, are to be acknowledged by the internal and external personnel in a documented form before access is granted to any cloud customer data or system components under the responsibility of the Cloud Service Provider used to provide the cloud service in the production environment.",1
HR-03.2,"The CSP shall ensure that the employment terms for all internal and external employees include a non-disclosure provision, which shall cover any information that has been obtained or generated as part of the cloud service, even if anonymised and decontextualized.",HR-02,"The Cloud Service Provider´s internal and external employees are required by the employment terms and conditions to comply with applicable policies and instructions relating to information security.
The information security policy, and the policies and instructions based on it, are to be acknowledged by the internal and external personnel in a documented form before access is granted to any cloud customer data or system components under the responsibility of the Cloud Service Provider used to provide the cloud service in the production environment.",1
HR-03.3,"The CSP shall give a presentation of all applicable information security policies and procedures to internal and external employees before granting them any access to customer data, the production environment, or any component thereof",HR-02,"The Cloud Service Provider´s internal and external employees are required by the employment terms and conditions to comply with applicable policies and instructions relating to information security.
The information security policy, and the policies and instructions based on it, are to be acknowledged by the internal and external personnel in a documented form before access is granted to any cloud customer data or system components under the responsibility of the Cloud Service Provider used to provide the cloud service in the production environment.",1
HR-03.4,"All internal and external employees shall acknowledge in a documented form the information security policies and procedures presented to them before they are granted any access to customer data, the production environment, or any component thereof",HR-02,"The Cloud Service Provider´s internal and external employees are required by the employment terms and conditions to comply with applicable policies and instructions relating to information security.
The information security policy, and the policies and instructions based on it, are to be acknowledged by the internal and external personnel in a documented form before access is granted to any cloud customer data or system components under the responsibility of the Cloud Service Provider used to provide the cloud service in the production environment.",1
HR-03.5,The verification of the acknowledgement defined in HR-03.4 shall be automatically monitored in the processes and automated systems used to grant access rights to employees.,HR-02,"The Cloud Service Provider´s internal and external employees are required by the employment terms and conditions to comply with applicable policies and instructions relating to information security.
The information security policy, and the policies and instructions based on it, are to be acknowledged by the internal and external personnel in a documented form before access is granted to any cloud customer data or system components under the responsibility of the Cloud Service Provider used to provide the cloud service in the production environment.",1
HR-04.1,The CSP shall define a security awareness and training program that covers the following aspects:  Handling system components used to provide the cloud service in the production environment in accordance with applicable policies and procedures;  Handling cloud customer data in accordance with applicable policies and instructions and applicable legal and regulatory requirements;  Information about the current threat situation; and  Correct behaviour in the event of security incidents.,HR-03,"The Cloud Service Provider operates a target group-oriented security awareness and training program, which is completed by all internal and external employees of the Cloud Service Provider on a regular basis. The program is regularly updated based on changes to policies and instructions and the current threat situation and includes the following aspects:
. Handling system components used to provide the cloud service in the production environment in accordance with applicable policies and procedures;
. Handling cloud customer data in accordance with applicable policies and instructions and applicable legal and regulatory requirements;
. Information about the current threat situation; and
. Correct behaviour in the event of security incidents.",1
HR-04.2,"The CSP shall define an awareness and training program on a target group-oriented manner, taking into consideration at least the position’s risk classification and technical duties",HR-03,"The Cloud Service Provider operates a target group-oriented security awareness and training program, which is completed by all internal and external employees of the Cloud Service Provider on a regular basis. The program is regularly updated based on changes to policies and instructions and the current threat situation and includes the following aspects:
. Handling system components used to provide the cloud service in the production environment in accordance with applicable policies and procedures;
. Handling cloud customer data in accordance with applicable policies and instructions and applicable legal and regulatory requirements;
. Information about the current threat situation; and
. Correct behaviour in the event of security incidents.",1
HR-04.3,The CSP shall review their security awareness and training program based on changes to policies and instructions and the current threat situation,HR-03,"The Cloud Service Provider operates a target group-oriented security awareness and training program, which is completed by all internal and external employees of the Cloud Service Provider on a regular basis. The program is regularly updated based on changes to policies and instructions and the current threat situation and includes the following aspects:
. Handling system components used to provide the cloud service in the production environment in accordance with applicable policies and procedures;
. Handling cloud customer data in accordance with applicable policies and instructions and applicable legal and regulatory requirements;
. Information about the current threat situation; and
. Correct behaviour in the event of security incidents.",1
HR-04.4,The CSP shall update their security awareness and training program at least annually,HR-03,"The Cloud Service Provider operates a target group-oriented security awareness and training program, which is completed by all internal and external employees of the Cloud Service Provider on a regular basis. The program is regularly updated based on changes to policies and instructions and the current threat situation and includes the following aspects:
. Handling system components used to provide the cloud service in the production environment in accordance with applicable policies and procedures;
. Handling cloud customer data in accordance with applicable policies and instructions and applicable legal and regulatory requirements;
. Information about the current threat situation; and
. Correct behaviour in the event of security incidents.",1
HR-04.5,The CSP shall ensure that all employees complete the security awareness and training program defined for them,HR-03,"The Cloud Service Provider operates a target group-oriented security awareness and training program, which is completed by all internal and external employees of the Cloud Service Provider on a regular basis. The program is regularly updated based on changes to policies and instructions and the current threat situation and includes the following aspects:
. Handling system components used to provide the cloud service in the production environment in accordance with applicable policies and procedures;
. Handling cloud customer data in accordance with applicable policies and instructions and applicable legal and regulatory requirements;
. Information about the current threat situation; and
. Correct behaviour in the event of security incidents.",1
HR-04.6,"The CSP shall ensure that all employees complete the security awareness and training program on a regular basis, and when changing target group",HR-03,"The Cloud Service Provider operates a target group-oriented security awareness and training program, which is completed by all internal and external employees of the Cloud Service Provider on a regular basis. The program is regularly updated based on changes to policies and instructions and the current threat situation and includes the following aspects:
. Handling system components used to provide the cloud service in the production environment in accordance with applicable policies and procedures;
. Handling cloud customer data in accordance with applicable policies and instructions and applicable legal and regulatory requirements;
. Information about the current threat situation; and
. Correct behaviour in the event of security incidents.",1
