anchor_id,anchor_text,target_id,target_text,source,target,original_file
CCF 207,Network Security Monitoring: An intrusion detection system (IDS) or intrusion prevention system (IPS) are used to provide continuous monitoring of the Systems network and early detection of potential security breaches.,am-06,"Asset Classification and Labelling: Assets are classified and, if possible, labelled. Classification and labelling of an asset reflect the protection needs of the information it processes, stores, or transmits. The need for protection is determined by the individuals or groups responsible for the assets of the Cloud Service Provider according to a uniform schema. The schema provides levels of protection for the confidentiality, integrity, availability, and authenticity protection objectives. Logging and monitoring applications take the asset protection needs into account in order to inform the responsible stakeholder of events that could lead to a violation of the protection goals, so that the necessary measures are taken with an appropriate priority. Actions for events on assets with a higher level of protection take precedence over events on assets with a lower need for protection.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 28,"SDLC Methodology: A formal [The Organization] development life cycle (SDLC) methodology is in place that governs the development, acquisition, implementation, changes (including emergency changes), and maintenance of information [The Organization] and related technology requirements.",mp.sw.2,"Acceptance and commissioning. Before going into production, is the correct functioning of the application and its security aspects checked?. Before applications go into production, are security acceptance criteria checked? Before the applications go into production, is it verified that the security of other components of the service does not deteriorate?. In the case of externally developed applications implemented locally (on-premise), does the provider provide sufficient evidence of the security of the application?. Does the provider that implements the solution provide a customized copy for the contracting client of the 'Secure system installation and configuration guide' manual aimed at administrators? Does the provider that implements the solution provide a customized copy for the contracting client of the 'Guide to safe use of the system' manual aimed at users? Does the supplier that implements the solution provide a customized copy for the contracting client of the manual 'Guide to the relationship between client and supplier' aimed at administrators?",Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
OPS-05.3,The CSP shall automatically monitor the systems covered by the malware protection and the configuration of the corresponding mechanisms to guarantee fulfilment of OPS-05.1,ops-05,PROTECTION AGAINST MALWARE – IMPLEMENTATION: Malware protection is deployed and maintained on systems that provide the cloud service.,NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
INQ-01.1,The CSP shall subject investigation requests from government agencies to a legal assessment by subject matter experts,inq-01,LEGAL ASSESSMENT OF INVESTIGATIVE INQUIRIES: Investigative inquiries are assessed before determining further steps to be taken.,NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 93,"Cryptographic Algorithm and Methods, Secure Data Transmission Protocols, Encryption at Rest: Approved cryptographic algorithms and methods are used for securing assets with confidential, personal, and sensitive data both at rest and in-transit over public networks. For NIST, FedRAMP, and CMMC, FIPS 140-2 Cryptography method is used to protect data at rest and in transit.",10.1.c,It is recommended to use a data encryption method respecting the recommendations of [Crypto_B1].,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 163,Log Ambiguity: Log data generated allows an unambiguous identification of user accesses at the tenant level to support (forensic) analysis in the event of a security incident.,9.3.e,"The service provider must be able to provide, for a given user, whether they are under the responsibility of the service provider or the sponsor, the list of all its access rights on the various elements of the service system system.",Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
OPS-15.2,Changes to the logging and monitoring configuration are made in accordance with applicable policies (cf. CCM-01),ops-16,Logging and Monitoring - Configuration: Access to system components for logging and monitoring in the Cloud Service Provider’s area of responsibility is restricted to authorised users. Changes to the configuration are made in accordance with the applicable policies (cf. DEV-03). Access to system components for logging and monitoring in the Cloud Service Provider´s area of responsibility requires two-factor authentication.,NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
PS-02.1,"The CSP shall document, communicate and implement policies and procedures related to the physical access control to the security areas matching the requirements defined in PS-01 and based on the principles defined in IAM-01",ps-04,"Physical site access control: At access points to premises and buildings related to the cloud service provided, physical access controls are set up in accordance with the Cloud Service Provider´s security requirements (cf. PS-01 Security Concept) to prevent unauthorised access. Access controls are supported by an access control system. The requirements for the access control system are documented, communicated and provided in a policy or concept in accordance with SP-01 and include the following aspects: . Specified procedure for the granting and revoking of access authorisations (cf. IDM-02) based on the principle of least authorisation (""least-privilege-principle"") and as necessary for the performance of tasks (""need-to-know-principle""); . Automatic revocation of access authorisations if they have not been used for a period of 2 month; . Automatic withdrawal of access authorisations if they have not been used for a period of 6 months; . Two-factor authentication for access to areas hosting system components that process cloud customer information; . Visitors and external personnel are tracked individually by the access control during their work in the premises and buildings, identified as such (e.g. by visible wearing of a visitor pass) and supervised during their stay; and . Existence and nature of access logging that enables the Cloud Service Provider, in the sense of an effectiveness audit, to check whether only defined personnel have entered the premises and buildings related to the cloud service provided.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CO-01.2,The CSP shall document and implement procedures for complying to these contractual requirements,com-01,"Identification of applicable legal, regulatory, self-imposed or contractual requirements: The legal, regulatory, self-imposed and contractual requirements relevant to the information security of the cloud service as well as the Cloud Service Provider´s procedures for complying with these requirements are explicitly defined and documented.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 10,"Documented BC/DR: A documented business continuity/disaster recovery (BC/DR) plan is in place and tested at least annually. Enterprise testing is done by the IT Risk Management Team. Offer teams perform testing for their given offers. Any exclusions are documented as part of the BC/DR plan. As part of the BC/DR plan, management identifies rooms for improvement and implements necessary actions to improve their business continuity plan as well.",ps-02.5,The access control policy shall describe the physical access control derogations in case of emergency,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,idm-06,"Privileged access rights: Privileged access rights for internal and external employees as well as technical users of the Cloud Service Provider are assigned and changed in accordance to the policy for managing user accounts and access rights (cf. IDM-01) or a separate specific policy. Privileged access rights are personalised, limited in time according to a risk assessment and assigned as necessary for the execution of tasks (""need-to-know principle""). Technical users are assigned to internal or external employees of the Cloud Service Provider. Activities of users with privileged access rights are logged in order to detect any misuse of privileged access in suspicious cases. The logged information is automatically monitored for defined events that may indicate misuse. When such an event is identified, the responsible personnel are automatically informed so that they can promptly assess whether misuse has occurred and take corresponding action. In the event of proven misuse of privileged access rights, disciplinary measures are taken in accordance with HR-04.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
UsageOfSASTInDevPipeline,UsageOfSASTInDevPipeline: The usage of SAST in the Development Pipeline (e.g. GitHub Actions); The number?,pss-02,"SESSION MANAGEMENT: A suitable session management is used to protect confidentiality, availability, integrity and authenticity during interactions with the cloud service.",Fabasoft Metrics,BSI C5,training_data_step6_fabasoft_bsi.csv
CCF 209,Virtual Machine Integrity Check: Networks used by [The Organization] to migrate or create virtual machines are logically separated from other networks.,cs-05.3,The CSP shall segregate physically or logically the networks used to migrate or create virtual machines,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 277,Security & Privacy Incident Response: Privacy and human rights incident response policies and procedures are documented and communicated to authorized personnel.,16.1.a,The service provider must document and implement a procedure to provide rapid and effective responses to security incidents. These procedures must define the means and deadlines for the communication of security incidents to all the sponsors concerned as well as the level of confidentiality required for this communication.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 198,Contingent Worker Termination: Contingent workers are terminated timely from their contract end date or termination date.,op.acc.5,Authentication mechanisms (external users). Is the security of external user accounts and credentials maintained through access control mechanisms?,Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
CCF 146,"Code of Conduct: The [The Organization] maintains a Code of Conduct, which describes employee responsibilities and expected behavior regarding data and information system usage. [The Organization] employees must acknowledge that they have read and agree to the Code of Conduct as part of their onboarding process.",hr-03.3,"The CSP shall give a presentation of all applicable information security policies and procedures to internal and external employees before granting them any access to customer data, the production environment, or any component thereof",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 78,"Non-Production data: Data classified as Customer Data and any Personal Data attributable to the customer is prohibited from being used or stored in non-production [The Organization] or environments. If Customer Data must be used for staging and research environments, the customer data must be anonymized. If customer data cannot be anonymized, customers shall be notified of such use, and such environments must be protected in accordance with applicable policies and standards for such data.",am-02.3,"When removable media is used in the technical infrastructure or for IT administration tasks, this media shall be dedicated to a single use",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 288,"Supplier Management Program: At least annually, management reviews controls within third party assurance reports to ensure that they meet organizational requirements; if control gaps, significant changes, or reported incidents are identified in the assurance reports, management takes action to address the impact the disclosed gaps have on [The Organization].",pm-03.3,"The CSP shall verify the directory for completeness, accuracy and validity at least annually",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CO-02.3,The CSP shall grant its CSCs contractually guaranteed information and define their audit rights,com-02,"Policy for planning and conducting audits: Policies and instructions for planning and conducting audits are documented, communicated and made available in accordance with SP-01 and address the following aspects: . Restriction to read-only access to system components in accordance with the agreed audit plan and as necessary to perform the activities; . Activities that may result in malfunctions to the cloud service or breaches of contractual requirements are performed during scheduled maintenance windows or outside peak periods; and . Logging and monitoring of activities. The Cloud Service Provider grants its cloud customers contractually guaranteed information and audit rights.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 196,"Access Policy: Access control policies are in place and reviewed annually to help manage access to information, applications, and production environments. Revision histories and review periods are defined within the policies and standards themselves and the [The Organization] Policy Governance Policy.",iam-04.6,The access right management procedures shall follow a dynamic approach,Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 147,"Performance Review: [The Organization] uses multiple technology platforms such as Team Space or Talent Space, to enable leaders to complete performance assessments and maintain continual communication with their team members.",hr-04.9,"The CSP shall measure and evaluate in a target group-oriented manner the learning outcomes achieved through the awareness and training programme. The measurements shall cover quantitative and qualitative aspects, and the results shall be used to improve the awareness and training programme.",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 43,"Building Fail-Safe Mechanisms: The supply of the data centers (e. g. water, electricity, temperature and moisture control) is secured, monitored, maintained and tested at regular intervals. The data center has been designed with automatic fail-safe mechanisms and other redundancies. Maintenance is performed by authorized personnel at designated intervals and targets recommended by the suppliers. Maintenance records are stored for the agreed upon time intervals and then properly and permanently destroyed thereafter.",ps-05.1,"The CSP shall document and communicate a set of security requirements related to external and environmental threats in a policy according to SP-02, addressing the following risks in accordance with the applicable legal and contractual requirements:  Faults in planning;  Unauthorised access;  Insufficient surveillance;  Insufficient air-conditioning;  Fire and smoke;  Water;  Power failure; and  Air ventilation and filtration.",Cisco,EUCS,training_data_step4_cisco_eucs.csv
PercentageOfPullRequestsWithReviews,PercentageOfPullRequestsWithReviews: Percentage of Pull Requets that are merged that have code reviews,DEV-06.2,The procedures for identifying vulnerabilities shall be integrated in the development process.,Fabasoft Metrics,EUCS (via BSI C5),training_data_step5_fabasoft_eucs.csv
CCF 93,"Cryptographic Algorithm and Methods, Secure Data Transmission Protocols, Encryption at Rest: Approved cryptographic algorithms and methods are used for securing assets with confidential, personal, and sensitive data both at rest and in-transit over public networks. For NIST, FedRAMP, and CMMC, FIPS 140-2 Cryptography method is used to protect data at rest and in transit.",cry-01,"Policy for the use of encryption procedures and key management: Policies and instructions with technical and organisational safeguards for encryption procedures and key management are documented, communicated and provided according to SP-01, in which the following aspects are described: . Usage of strong encryption procedures and secure network protocols that correspond to the state-of-the-art; . Risk-based provisions for the use of encryption which are aligned with the information classification schemes (cf. AM-06) and consider the communication channel, type, strength and quality of the encryption; . Requirements for the secure generation, storage, archiving, retrieval, distribution, withdrawal and deletion of the keys; and . Consideration of relevant legal and regulatory obligations and requirements.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 64,Safe and Secure Work Environment: Policies and documentation are in place to establish a safe and secure work environment. These policies are reviewed at least annually and updated as necessary. Revision histories and review periods are defined within the policies themselves and Systems Policy Governance Policy.,11.4.b,The provider must document and implement work relating to work in private and sensitive areas. He must communicate these procedures to the stakeholders concerned.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,ois-04,"Segregation of Duties: Conflicting tasks and responsibilities are separated based on an OIS-06 risk assessment to reduce the risk of unauthorised or unintended changes or misuse of cloud customer data processed, stored or transmitted in the cloud service. The risk assessment covers the following areas, insofar as these are applicable to the provision of the Cloud Service and are in the area of responsibility of the Cloud Service Provider: . Administration of rights profiles, approval and assignment of access and access authorisations (cf. IDM-01); . Development, testing and release of changes (cf. DEV-01); and . Operation of the system components. If separation cannot be established for organisational or technical reasons, measures are in place to monitor the activities in order to detect unauthorised or unintended changes as well as misuse and to take appropriate actions.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
DOC-02.3,The presentation of the vulnerabilities shall follow an industry-accepted scoring system for the description of vulnerabilities,bc-01,"Information on jurisdiction and locations: In the system description and the contractual agreements (e.g. service description), the Cloud Service Provider clearly provides comprehensible and transparent information on: . Its jurisdiction; and . System component locations, including its subcontractors, where the cloud customer´s data is processed, stored and backed up. The scope of information is based on the requirements of subject matter experts of the cloud customers who define information security requirements, implement them or check their effectiveness and assess the suitability of the cloud service from a legal and regulatory perspective (e.g. IT, compliance, internal audit). If the processing, backup and storage of customer data takes place in different locations, this is to be described comprehensibly and transparently in the system description.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
NumberOfKnownMediumVulnerabilities,NumberOfKnownMediumVulnerabilities: The number of detected known vulnerabilities with average rating in the asset,OPS-19.2,The CSP shall perform the tests defined in OPS-18.1 at least once a month,Fabasoft Metrics,EUCS (via BSI C5),training_data_step5_fabasoft_eucs.csv
DEV-07.2,"Before subcontracting the development of the cloud service or components thereof, the CSP shall conduct a risk assessment according to RM-01 that considers at least the following aspects  Management of source code by the subcontractor;  Human resource procedures implemented by the subcontractor; and  Required access to the CSP’s development, testing and pre-production environments.",dev-02,"Outsourcing of the development: In the case of outsourced development of the cloud service (or individual system components), specifications regarding the following aspects are contractually agreed between the Cloud Service Provider and the outsourced development contractor: . Security in software development (requirements, design, implementation, tests and verifications) in accordance with recognised standards and methods; . Acceptance testing of the quality of the services provided in accordance with the agreed functional and non-functional requirements; and . Providing evidence that sufficient verifications have been carried out to rule out the existence of known vulnerabilities.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 159,Whistleblower Policy: A formalized whistleblower policy is established as part of the Code of Conduct and an anonymous communication channel is in place for employees to report potential security issues or fraud concerns.,7.2.a,"The service provider must have an ethics charter integrated into the internal regulations, providing in particular that: - the services are provided with loyalty, discretion and impartiality and under conditions of confidentiality of the information processed; - staff only use the provider's methods, tools and techniques; - the staff undertake not to disclose information to a third party, even anonymized and decontextualized, obtained or generated within the framework of the service without the formal and written authorization of the sponsor; - Staff undertake to report to the service provider any manifestly illicit content discovered during the service; - Staff agree to comply with the national legislation and regulation in force and good practices related to their activities.",Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
IAM-07.4,The access to all environments of the CSP containing CSC data shall require strong authentication,idm-09,"Authentication mechanisms: System components in the Cloud Service Provider´s area of responsibility that are used to provide the cloud service, authenticate users of the Cloud Service Provider´s internal and external employees as well as system components that are involved in the Cloud Service Provider´s automated authorisation processes. Access to the production environment requires two-factor or multi-factor authentication. Within the production environment, user authentication takes place through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security. If digitally signed certificates are used, administration is carried out in accordance with the Guideline for Key Management (cf. CRY-01). The password requirements are derived from a risk assessment and documented, communicated and provided in a password policy according to SP-01. Compliance with the requirements is enforced by the configuration of the system components, as far as technically possible. Access to the non-production environment requires two-factor or multi-factor authentication. Within the non-production environment, users are authenticated using passwords, digitally signed certificates, or procedures that provide at least an equivalent level of security.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 176,"Cloud User Access Management: [The Organization] provides user access management, authentication functions, secret authentication information, and specifications for customers to access their own instances of Systems cloud services.",pss-05,"Authentication Mechanisms: The Cloud Service Provider provides authentication mechanisms that can force strong authentication (e.g. two or more factors) for users, IT components or applications within the cloud users´ area of responsibility. These authentication mechanisms are set up at all access points that allow users, IT components or applications to interact with the cloud service. For privileged users, IT components or applications, these authentication mechanisms are enforced. The cloud service offers out-of-band authentication (OOB), in which the factors are transmitted via different channels (e.g. Internet and mobile network).",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 146,"Code of Conduct: The [The Organization] maintains a Code of Conduct, which describes employee responsibilities and expected behavior regarding data and information system usage. [The Organization] employees must acknowledge that they have read and agree to the Code of Conduct as part of their onboarding process.",sim-04,"Duty of the users to report security incidents to a central body: The Cloud Service Provider informs employees and external business partners of their obligations. If necessary, they agree to or are contractually obliged to report all security events that become known to them and are directly related to the cloud service provided by the Cloud Service Provider to a previously designated central office of the Cloud Service Provider promptly. In addition, the Cloud Service Provider communicates that ""false reports"" of events that do not subsequently turn out to be incidents do not have any negative consequences.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCF 315,"Infrastructure & Application patching: Infrastructure supporting the service, and applications are patched upon availability as a part of routine maintenance and as a result of identified vulnerabilities and supplier supplied patches to help ensure that applications and infrastructure network and system components supporting the service are hardened against security threats.",pss-02,"SESSION MANAGEMENT: A suitable session management is used to protect confidentiality, availability, integrity and authenticity during interactions with the cloud service.",Cisco,BSI C5,training_data_step3_cisco_bsi.csv
OPS-17.4,"The CSP shall mandate in its policies and procedures the immediate handling of “critical” vulnerabilities and the handling of “high” vulnerabilities within a day, with a follow-up of the vulnerability until it has been remediated",ops-22,SEPARATION OF DATASETS IN THE CLOUD INFRASTRUCTURE: System components are hardened to reduce their attack surface and eliminate potential attack vectors.,NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 13,Business Contingency Roles & Responsibilities: Business contingency roles and responsibilities are assigned to individuals and their contact information is communicated to authorized personnel.,isp-02.5,"In case of a delegation, the authorized bodies shall report at least annually to the top management on the security policies and their implementation",Cisco,EUCS,training_data_step4_cisco_eucs.csv
IM-02.4,"The CSP shall simulate the identification, analysis, and defence of security incidents and attacks at least once a year through appropriate tests and exercises",sim-02,"Processing of security incidents: Subject matter experts of the Cloud Service Provider, together with external security providers where appropriate, classify, prioritise and perform root-cause analyses for events that could constitute a security incident. The Cloud Service Provider simulates the identification, analysis and defence of security incidents and attacks at least once a year through appropriate tests and exercises (e.g. Red Team training).",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 272,"Customer Log Records: Procedures are in place for customers to request access to their own log records. Upon request, [The Organization] provides access to the respective log records.",ops-15,LOGGING AND MONITORING – CONFIGURATION: Access to the logging and monitoring system components and to their configuration is strictly restricted.,Cisco,BSI C5,training_data_step3_cisco_bsi.csv
CCM-06.1,The CSP shall implement version control procedures to track the dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities.,dev-08,Version Control: Version control procedures are set up to track dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities. Version control procedures provide appropriate safeguards to ensure that the integrity and availability of cloud customer data is not compromised when system components are restored back to their previous state.,NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
PruneDisabledAccounts,PruneDisabledAccounts,IAM-03.9,The CSP shall define and implement an automated mechanism to revoke user accounts that have been blocked by another automatic mechanism after a certain period of time,Fabasoft Metrics,EUCS (via BSI C5),training_data_step5_fabasoft_eucs.csv
CCF 30,"Change Approval and Testing Documentation: Changes to service and supporting infrastructure components of the service are authorized, formally documented, tested, reviewed, and approved prior to being implemented in the production environment.",ccm-06.3,"The CSP shall retain a history of the software versions and of the systems that are implemented in order to be able to reconstitute, where applicable in a test environment, a complete environment such as was implemented on a given date; the retention time for this history shall be at least the same as that for backups (cf. OPS-06) December 2020",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 149,Mobile Device Management: Authorized [The Organization] personnel must enroll mobile devices with the enterprise Mobile Device Management (MDM) solution prior to obtaining access to [The Organization] network resources on mobile devices.,mp.eq.3,"Protection of portable devices. Is a set of measures adopted to maintain the protection of portable equipment, especially those that leave the physical perimeter of the organization, at levels consistent with security requirements?. As a result of the measure [op.ext.1] on asset inventory, is an inventory of portable equipment kept along with an identification of the person responsible for it? Can regular verification be evidence that laptops are positively under the control of who they are assigned to? Have regulations been established for the use of portable equipment, as well as remote access through them? Has a security operating procedure been established to inform incident management of lost or stolen laptop equipment? In the event of theft, as long as the organization evaluates such convenient functionality based on risk, can the device be remotely wiped? When a laptop is connected remotely through networks that are not under the strict control of the organization, does the scope of operation of the system limit the information and services accessible to the essential minimum, requiring prior authorization from those responsible for the information and services affected? Are laptops prevented, as far as possible, from containing keys for remote access to the organization that are not essential?",Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
CCF 45,Cloud Provider Geographical Locations: The cloud service provider informs cloud service customers of the geographical locations of the provider's organization and countries where the provider can store the customer data.,doc-03.4,"The CSP shall document the locations from which it conducts support operations for clients, and it shall document the list of operations that can be carried by client support in each location December 2020",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 36,Change Migrations: Access to migrate changes to production is restricted to authorized personnel. All change migrations are tracked and notifications are sent when changes are migrated to production.,dev-09,Approvals for provision in the production environment: Authorised personnel or system components of the Cloud Service Provider approve changes to the cloud service based on defined criteria (e.g. test results and required approvals) before these are made available to the cloud customers in the production environment. Cloud customers are involved in the release according to contractual requirements.,Cisco,BSI C5,training_data_step3_cisco_bsi.csv
InitialPasswordChangeEnabled,"InitialPasswordChangeEnabled: Checks, if password must be changed after first login.",IAM-08.1,"The CSP shall document, communicate and make available to all users under its responsibility rules and recommendations for the management of credentials, including at least:  Non-reuse of credentials  Trade-offs between entropy and ability to memorize  Recommendations for renewal of passwords  Rules on storage of passwords",Fabasoft Metrics,EUCS (via BSI C5),training_data_step5_fabasoft_eucs.csv
IM-01.7,The incident management policy shall include an evaluation methodology so that the collected information does not lose its evidential value in any subsequent legal assessment,sim-01,"Policy for security incident management: The existence of individual exit strategies is not a practical test item for continuous audit. Policies and instructions with technical and organisational safeguards are documented, communicated and provided in accordance with SP-01 to ensure a fast, effective and proper response to all known security incidents. The Cloud Service Provider defines guidelines for the classification, prioritisation and escalation of security incidents and creates interfaces to the incident management and business continuity management. In addition, the Cloud Service Provider has set up a ""Computer Emergency Response Team"" (CERT), which contributes to the coordinated resolution of occurring security incidents. Customers affected by security incidents are informed in a timely and appropriate manner. There are instructions as to how the data of a suspicious system can be collected in a conclusive manner in the event of a security incident. In addition, there are analysis plans for typical security incidents and an evaluation methodology so that the collected information does not lose its evidential value in any subsequent legal assessment.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 318,"External Communication Requirements: [The Organization] defines external communication requirements for incidents, including: • information about external party dependencies • criteria for notification to external parties as required by [The Organization] policy in the event of a security breach  • contact information for authorities (e.g., law enforcement, regulatory bodies, etc.)",16.2.c,The service provider must communicate to the sponsors without delay the security incidents and the associated recommendations to limit the impacts. It should allow the sponsor to choose the severity levels of the incidents for which he wishes to be informed.,Cisco,SecNumCloud (EN),training_data_step2_cisco_secNumCloud.csv
CCF 108,"Risk Assessments and Mitigation Strategy: Risk assessments are performed at least annually. As part of this process, threats and changes (environmental, regulatory, and technological) to service commitments are identified and the risks are formally assessed. The risk assessment includes risk mitigation strategies and acceptance levels based on [The Organization] risk criteria. The risk assessment includes a consideration of the potential for fraud and how fraud may impact the achievement of objectives. The results of the risk assessment are reviewed by leadership at least annually.",rm-03.1,The CSP shall prioritize risks according to their criticality,Cisco,EUCS,training_data_step4_cisco_eucs.csv
ISP-01.4,The CSP shall review the global information security policy at least annually,ois-02,"Information Security Policy: The top management of the Cloud Service Provider has adopted an information security policy and communicated it to internal and external employees as well as cloud customers. The policy describes: . the importance of information security, based on the requirements of cloud customers in relation to information security; . the security objectives and the desired security level, based on the business goals and tasks of the Cloud Service Provider; . the most important aspects of the security strategy to achieve the security objectives set; and . the organisational structure for information security in the ISMS application area.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 105,"Security Gateways: Network perimeter is controlled by security gateways. For cross-network access, the access authorization is based on security requirements of the cloud customers.",cs-06.1,"The CSP shall define, document and implement segregation mechanisms at network level the data traffic of different cloud customers",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 174,Password Management & Configuration: Passwords for in-scope system components are configured according to the Systems policy.,iam-07.1,"The CSP shall document and implement a policy and procedures about authentication mechanisms, covering at least the following aspects:  The selection of mechanisms suitable for every type of account and each level of risk;  The protection of credentials used by the authentication mechanism;  The generation and distribution of credentials for new accounts;  Rules for the renewal of credentials, including periodic renewals, renewals in case of loss or compromise; and  Rules on the required strength of credentials, together with mechanisms to communicate and enforce the rules;",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 76,"Customer Incident System: An [organization] has a support system to manage customer issues including system information on failures, incidents, concerns, and other complaints.",op.mon.2,"Metrics system. Taking into account the security category of the system, are the necessary data collected to know the degree of implementation of the security measures that are applicable and, where appropriate, in the case of organizations within the scope of the ENS to provide the annual report required by article 32 (INES Report)?",Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
CS-05.3,The CSP shall segregate physically or logically the networks used to migrate or create virtual machines,cos-06,"Segregation of data traffic in jointly used network environments: Data traffic of cloud customers in jointly used network environments is segregated on network level according to a documented concept to ensure the confidentiality and integrity of the data transmitted. In the case of IaaS/PaaS, the secure segregation is ensured by physically separated networks or by means of strongly encrypted VLANs. For the definition of strong encryption, the BSI Technical Guideline TR-02102 must be considered.",NewEUCS (Filtered),BSI C5,training_data_step7_neweucs_bsi_filtered.csv
CCF 306,"Corporate Anti-Malware Technology: Anti-malware technology is deployed for environments commonly susceptible to malicious attack and is configured to be updated routinely, logged, and installed on all employee workstations.",ops-04.1,"The CSP shall document, communicate and implement policies and procedures according to ISP-02 to protect its systems and its customers from malware, covering at least the following aspects:  Use of system-specific protection mechanisms;  Operating protection programs on system components under the responsibility of the CSP that are used to provide the cloud service in the production environment; and  Operation of protection programs for employees' terminal equipment.",Cisco,EUCS,training_data_step4_cisco_eucs.csv
CCF 224,Production Environment Segmentation: Production environments are segregated from non-production environments such as development and test environments.,op.exp.5,"Change management. Are changes made to the information system managed?. Are changes planned to reduce the impact on the provision of affected services? For each change request, is enough information recorded so that whoever must authorize it has no doubts about it and can manage it until it is rejected or implemented? Are pre-production tests, whenever possible, carried out on equipment equivalent to production equipment, at least in the specific aspects of the change? Is it determined through risk analysis whether the changes are relevant to the security of the system? Can it be shown that those changes that imply a HIGH risk situation are explicitly approved, prior to their implementation, by the Security Manager in addition to those with the authority assigned to it? Once a change is implemented, are appropriate acceptance tests carried out? If the acceptance tests are positive, is the configuration documentation (network diagrams, manuals, inventory, etc.) updated, where appropriate?",Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
CCF 83,Customer Retention and Disposal Policies: Formal retention and disposal procedures are in place to guide the secure retention and disposal of customer and personal data.,mp.si.5,"Erasure and destruction. Is secure deletion or destruction of media after use guaranteed?. Are media that are going to be reused for other information, or released to another organization, subject to secure deletion of their content that does not allow their recovery? When the nature of the medium does not allow secure erasure before using it for another purpose, is it destroyed in such a way that it cannot be reused for another system? Is there a record with identification of the deleted or destroyed media, the tool and method used, who did it, etc.? If secure deletion and/or destruction of media is outsourced to a third party, has a service contract or agreement been signed outlining the security measures applied? If the secure deletion and/or destruction of media is outsourced to a third party, does this entity provide a certificate of deletion or secure destruction stating the references and serial numbers of the media treated?",Cisco,Spanish ENS (EN),training_data_step1_cisco_ens.csv
