source_scheme,source_id,source_text,target_scheme,target_id,target_text,original_target_id
EUCS,EUCS-54,"IAM-07  - AUTHENTICATION MECHANISMS - [IAM-07] (Basic) The CSP shall document and implement a policy and procedures about authentication mechanisms, covering at least the following aspects: - The selection of mechanisms suitable for every type of account and each level of risk; - The protection of credentials used by the authentication mechanism; - The generation and distribution of credentials for new accounts; - Rules for the renewal of credentials, including periodic renewals, renewals in case of loss or compromise; and - Rules on the required strength of credentials, together with mechanisms to communicate and enforce the rules;

[IAM-07] (Substantial) The access to all environments of the CSP shall be authenticated, including non-production

[IAM-07] (High) The access to the production environment of the CSP shall require strong authentication

[IAM-07] (High) The access to all environments of the CSP containing CSC data shall require strong

[IAM-07] (Substantial) Within an environment, user authentication shall be performed through passwords, digitally signed certificates or procedures that achieve at least an equivalent level of security

[IAM-07] (Substantial) For access to non-personal shared accounts, the CSP shall implement measures that require

[IAM-07] (Basic) All authentication mechanisms shall include a mechanism to block an account after a predefined number of unsuccessful attempts

[IAM-07] (Substantial) The CSP shall offer strong authentication methods to the CSC for use with the accounts",SecNumCloud,9.5.a | 9.5.b | 9.5.c | 9.5.d,"The service provider must formalize and implement user authentication management procedures. In accordance with the requirements of Chapter 10, these must in particular relate to: - Management of authentication means (emission and reset password, update of CRL and import of root certificates in the event of the use of certificates, etc.). - The implementation of means allowing multiple factors authentication in order to respond to the different cases of use of the repository. - Systems that generate passwords or check their robustness, when password authentication is used. They must follow the recommendations of [G_AUTH]. Any authentication mechanism must provide for the blocking of an account after a limited number of unsuccessful attempts. As part of a SaaS service, the service provider must offer its sponsors of authentication means with multiple factors for access to end users. When technical accounts, non -nominative, are necessary, the service provider must put in place measures obliging users to authenticate themselves with their nominative account before they can access these technical accounts.",9.5
EUCS,EUCS-56,"IAM-09  - GENERAL ACCESS RESTRICTIONS - [IAM-09] (Basic) The CSP shall implement sufficient partitioning measures between the information system providing the cloud service and its other information systems

[IAM-09] (Substantial) The CSP shall design, develop, configure and deploy the information system providing the

[IAM-09] (High) The CSP shall separate the administration interfaces made available to CSCs from those made available to its internal and external employees, and in particular: - The administration accounts under the responsibility of the CSP shall be managed using tools and directories that are separate from those used for the management of user accounts under the responsibility of the CSCs; - The administration interfaces made available to CSCs shall not allow for any connection from accounts under the responsibility of the CSP; - The administration interfaces used by the CSP shall not be accessible from the public network and as such shall not allow for any connection from accounts under the responsibility of the CSC.

[IAM-09] (Substantial) The CSP shall timely inform a CSC whenever internal or external employees of the CSP access in a non-encrypted form to the CSC's data processed, stored or transmitted in the cloud service without the prior consent of the CSC, including at least: - Cause, time, duration, type and scope of the access; - Enough details to enable subject matters experts of the CSC to assess the risks of the access.

[IAM-09] (High) The CSP shall require prior consent from a CSC before any access in a non-encrypted form

[IAM-09] (Substantial) If the CSP offers to its CSCs interfaces for administrators and for end users, these interfaces shall be separated",SecNumCloud,9.6.a | 9.6.b | 9.6.c | 9.6.d | 9.6.e | 9.6.f | 9.7.a | 9.7.b | 9.7.c | 9.7.d,"Administration accounts under the responsibility of the service provider must be managed using tools and directories separate from those used for the management of user accounts placed under the responsibility of the sponsor. The administration interfaces made available to sponsors must be separate from the administration interfaces used by the service provider. The administration interfaces made available to sponsors should not allow any connection with accounts of directors under the responsibility of the service provider. The administration interfaces used by the service provider must not be accessible from a public network and thus should not allow any connection of users under the responsibility of the sponsor. If administration interfaces are made available to sponsors with access via a public network, administration flows must be authenticated and encrypted with means in accordance with the requirements of Chapter 10.2. The service provider must implement a strong multi-factor authentication system for access to: Cloud computing service providers (SecNumCloud) - requirements framework Version Date Distribution criteria Page - to the administration interfaces used by the service provider The service provider must implement appropriate partitioning measures between its sponsors. The service provider must implement appropriate partitioning measures between the service information system and its other information systems (office automation, management IT, building technical management, physical access control, etc.). The service provider must design, develop, configure and deploy the service information system by ensuring at least one partitioning between on the one hand the technical infrastructure and on the other hand the equipment necessary for the administration of the services and resources it hosts. Within the framework of technical support, if the actions necessary for the diagnosis and the resolution of a problem encountered by a sponsor require access to the data of the sponsor, then the service provider must: - only allow access to the data of the sponsor only after the explicit consent of the sponsor; - Check that the person to whom access must be authorized has satisfied the checks of the requirement 7.1.B; - In the case of an intervention carried out remotely by a localized person outside the European Union, implement a secure gateway (rebound position) by which the person must connect and allow supervision (authorization or prohibition of actions, requests for explanations, etc.) in real time, by a person who has herself satisfied with the checks of the requirement 7.1.b. The secure gateway will have to respond to cloud computer service providers (SecnumCloud) - Date District version Referential Distribution Critory Safety Objectives2 specified in [G_EXT] Adapted to the context of technical support actions; - Consider the actions carried out, once the access is authorized, as actions of administration and journalist as such; - Delete authorization to access the data of the sponsor at the end of these actions. 2 Safety objectives of the secure gateway [G_EXT]: - authenticate the remote machine and the person in charge of the support; - prevent the exploitation of vulnerabilities or stolen doors on the telemas; - Guarantee the confidentiality and integrity of data on the IS; - Ensure a traceability of confidence of the actions carried out by the technician of the support center; -Guarantee the safety of the telemaintin function vis-à-vis the system subject to teleodiagnostics as well as related systems; - Guarantee the absence of a leak of information outside. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","9.6
9.7"
EUCS,EUCS-58,"CKM-02  - ENCRYPTION OF DATA IN MOTION - [CKM-02] (Basic) The CSP shall define and implement strong encryption mechanisms for the transmission of cloud customer data over public networks

[CKM-02] (High) The CSP shall define, and implement strong encryption mechanisms for the transmission of",SecNumCloud,10.2.a | 10.2.b | 10.2.c | 10.2.d | 10.2.e,"When the service provider implements a network encryption mechanism, the latter must respect the rules of [crypto_b1]. When the service provider implements a network encryption mechanism, it is recommended that it respects the recommendations of [Crypto_B1]. If the TLS protocol is implemented, the service provider must apply the recommendations of [NT_TLS]. If the IPSEC protocol is implemented, the provider must apply the recommendations of [NT_IPSEC]. If the SSH protocol is implemented, the provider must apply the recommendations of [NT_SSH].",10.2
EUCS,EUCS-59,"CKM-03  - ENCRYPTION OF DATA AT REST - [CKM-03] (Basic) The CSP shall document and implement procedures and technical safeguards to encrypt cloud customers' data during storage

[CKM-03] (Substantial) The private and secret keys used for encryption shall be known only to the cloud customer in

[CKM-03] (Substantial) The procedures for the use of private and secret keys, including a specific procedure for any exceptions, shall be contractually agreed with the cloud customer

[CKM-03] (High) The private and secret keys used for encryption shall be known exclusively by the cloud",SecNumCloud,10.1.a | 10.1.b | 10.1.c | 10.1.d,"The service provider must define and implement a encryption mechanism preventing the recovery of the data from the sponsors in the event of the reallocation of a resource or recovery of the physical support. - In the case of an IAAS or CAAS service, this objective may for example be achieved: - by encryption of the disk or file system, when the access protocol in files mode guarantees that only empty blocks can be allocated (for example NAS type storage in which a physical block is actually affected until the time of writing), - by volume encryption in the case of Access in Bloc or Storage local), with at least one key per sponsor; - In the case of a Paa or SaaS service, this objective may be achieved using an application encryption in the perimeter of the service provider, with at least one key per sponsor. The provider must use a data encryption method respecting the rules of [Crypto_B1]. It is recommended to use a data encryption method respecting the recommendations of [Crypto_B1]. The service provider must set up data encryption on removable media and backup materials led to leave the physical security system of the service system system (within the meaning of chapter 10), according to the need for data security (see chapter 8.3).",10.1
EUCS,EUCS-60,"CKM-04  - SECURE KEY MANAGEMENT - [CKM-04] (Basic) Procedures and technical safeguards for secure key management in the area of responsibility of the CSP shall include at least the following aspects: - Generation of keys for different cryptographic systems and applications; - Issuing and obtaining public-key certificates; - Provisioning and activation of the keys; - Secure storage of keys including description of how authorised users get access; - Changing or updating cryptographic keys including policies defining under which conditions and in which manner the changes and/or updates are to be realised; - Handling of compromised keys; and - Withdrawal and deletion of keys;

[CKM-04] (Substantial) For the secure storage of keys, the key management system shall be separated from the

[CKM-04] (High) For the secure storage of keys and other secrets used for the administration tasks, the CSP shall use a suitable security container, software or hardware

[CKM-04] (Substantial) If pre-shared keys are used, the specific provisions relating to the secure use of this",SecNumCloud,10.5.a | 10.5.b | 10.5.c | 10.5.d,"The provider must implement cryptographic keys respecting the rules of [crypto_b2]. It is recommended that the provider implementing cryptographic keys respecting the recommendations of [crypto_b2]. The provider must protect access to cryptographic keys and other secrets used for data encryption by a suitable means: security container (software or hardware) or disjoint support. The service provider must protect access to cryptographic keys and other secrets used for administration tasks by a suitable security container, software or hardware.",10.5
EUCS,EUCS-63,"CS-03 - MONITORING OF CONNECTIONS WITHIN THE CSP’S NETWORK - [CS-03] (Basic) The CSP shall distinguish between trusted and untrusted networks, based on a risk assessment

[CS-03] (Basic) The CSP shall separate trusted and untrusted networks into different security zones for

[CS-03] (Basic) The CSP shall review at specified intervals the business justification for using all services,

[CS-03] (Substantial) The CSP shall assess the risks of identified vulnerabilities in accordance with the risk

[CS-03] (Substantial) The CSP shall protect all SIEM logs to avoid tampering",SecNumCloud,13.3.a,The service provider must have one or more security incident detection probes on the service information system. These probes must in particular allow the supervision of each interconnections of the service system system with third -party information systems and public networks. These probes must be sources of collection for the infrastructure of analysis and correlation of events (see chapter 12.9). IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page,13.3
EUCS,EUCS-64,"CS-04  - NETWORKS FOR ADMINISTRATION - [CS-04] (Basic) Each network perimeter shall be controlled by security gateways

[CS-04] (Substantial) Security gateways shall only allow legitimate connections identified in a matrix of authorized

[CS-04] (High) Each network perimeter shall be controlled by redundant and highly available security

[CS-04] (High) The CSP shall automatically monitor the control of the network perimeters to guarantee fulfilment of CS-04.1",SecNumCloud,13.2.a | 13.2.b | 13.2.c | 13.2.d,"The service provider must document and implement, for the service information system, the partitioning measures (logic, physics or by encryption) to separate network flows according to: - the sensitivity of the information transmitted; - the nature of the flows (production, administration, supervision, etc.); - the field of belonging of flows (sponsors - with distinction by sponsor or set of sponsors, service provider, third parties, etc.); - The technical field (treatment, storage, etc.). The service provider must partition, physically or by encryption, all internal data flows to the service information system vis-à-vis any other information system. When this partitioning is made by encryption, it is carried out in accordance with the requirements of chapter 10.2. In the event that the technical infrastructure administration network is not subject to physical partitioning, administration flows must pass through a quantified tunnel, in accordance with the requirements of chapter 10.2. The service provider must set up and configure an application firewall to protect the administration interfaces intended for its sponsors and presentation on a public network. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page",13.2
EUCS,EUCS-66,"CS-06  - NETWORK TOPOLOGY DOCUMENTATION - [CS-06] (Basic) The CSP shall define, document and implement segregation mechanisms at network level the data traffic of different cloud customers

[CS-06] (High) When implementing of infrastructure capabilities, the secure segregation shall be ensured by",SecNumCloud,13.1.a | 13.1.b,"The service provider must establish and keep up to date a cartography of the service information system, in connection with the asset inventory (see chapter 8.1), comprising at least the following elements: - The list of material or virtualized resources; - The names and functions of the applications, supporting the service; - the network architecture scheme at level 3 of the OSI model on which the neuralgic points are identified: - interconnection points, in particular with third and public networks, - networks, subnets, in particular administration networks, - equipment providing security functions (filtering, authentication, encryption, etc.), - servers hosting data or ensuring sensitive functions; - The authorized network flow matrix specifying: - their technical description (services, protocols and ports); - business justification or technical infrastructure; - If necessary, when services, protocols or deemed not safe ports are used, the compensatory measures implemented, in the in -depth defense logic. The service provider must revise the cartography at least annually.",13.1
EUCS,EUCS-71,"PI-03  - SECURE DELETION OF DATA - [PI-03] (Basic) The CSP shall implement procedures for deleting its customers' data upon termination of their contract in compliance with the contractual agreements between them

[PI-03] (Substantial) The cloud customer's data deletion procedures shall prevent recovery by forensic means

[PI-03] (Substantial) The CSP shall document the deletion of the customer’s data, including metadata and data

[PI-03] (Substantial) At the end of the contract, the CSP shall delete the technical data concerning the client",SecNumCloud,19.4.a | 19.4.b,"At the end of the contract binding the service provider and the sponsor, whether the contract has come to an end or for any other cause, the service provider must ensure a secure erasure of all of the data from the sponsor. This erasure must be the subject of formal notice to the sponsor on the part of the service provider with a period of twenty -one calendar days. The erasure can be carried out according to one of the following methods, and this within a period specified in the service agreement: - Erasure by complete rewriting of any medium that hosted this data; - Erasure of the keys used for the encryption of the storage spaces of the sponsor described in chapter 10.1; - secure recycling, under the conditions set out in chapter 11.9. At the end of the contract, the service provider must delete the technical data relating to the sponsor (directory, certificates, configuration of access, etc.).",19.4
EUCS,EUCS-72,"CCM-01  - POLICIES FOR CHANGES TO INFORMATION SYSTEMS - [CCM-01] (Basic) The CSP shall document, implement, and communicate policies and procedures for change management of the IT systems supporting the cloud service according to ISP-02

[CCM-01] (Substantial) The change management policies and procedures shall cover at least the following aspects:",SecNumCloud,12.2.a | 12.2.b | 12.2.c | 12.2.d | 14.2.a | 14.2.b | 14.2.c,"The service provider must document and implement a procedure for managing changes to the information processing systems and means of processing. The service provider must document and implement a procedure allowing, in the event of operations carried out by the service provider and which may have an impact on the security or availability of the service, to communicate the following information as soon as possible: - the scheduled date and time of the start and end of operations; - The nature of operations; - Impacts on security or availability of service; - Contact within the provider. As part of a PAAS service, the service provider must inform the sponsor as soon as possible of any modification to come on software elements under his responsibility as soon as complete compatibility cannot be ensured. The service provider must inform the sponsor as soon as possible of any future modification on the elements of the service as long as it is likely to cause a loss of functionality for the sponsor. operating The service provider must document and implement a procedure for controlling the changes to the service information system. The service provider must document and implement a procedure for validating the changes to the service information system on a pre-production environment before their production. The service provider must keep a history of the versions of software and systems (internal or external developments, commercial products) implemented to allow to reconstruct, if necessary in a test environment, a complete environment as it was implemented on a given date. The conservation time of this history must be in accordance with that of backups (see chapter 12.5). operating platform","12.2
14.2"
EUCS,EUCS-74,"CCM-03  - TESTING CHANGES - [CCM-03] (Basic) The CSP shall test proposed changes before deployment

[CCM-03] (Substantial) The tests shall be carried out by appropriately qualified employees or by automated test procedures that comply with the state-of-the-art

[CCM-03] (Substantial) The CSP shall first obtain approval from CSC and anonymise customer data before using it for tests, and shall guarantee the confidentiality of the data during the whole process

[CCM-03] (Substantial) The CSP shall determine the severity of the errors and vulnerabilities identified in the tests

[CCM-03] (High) The tests performed on a change before its deployment shall include tests on the service performed on a pre-production environment

[CCM-03] (High) The CSP shall document and implement a procedure that ensures the integrity of the test

[CCM-03] (High) Before deploying changes on a system component, the CSP shall perform regression testing on other components of the cloud service that depend on that system component to verify the absence of undesirable effects

[CCM-03] (High) The CSP shall automatically monitor the definition and execution of the tests relative to a",SecNumCloud,14.2.a | 14.2.b | 14.2.c | 14.3.a | 14.7.a | 14.7.b,"The service provider must document and implement a procedure for controlling the changes to the service information system. The service provider must document and implement a procedure for validating the changes to the service information system on a pre-production environment before their production. The service provider must keep a history of the versions of software and systems (internal or external developments, commercial products) implemented to allow to reconstruct, if necessary in a test environment, a complete environment as it was implemented on a given date. The conservation time of this history must be in accordance with that of backups (see chapter 12.5). operating platform The service provider must document and implement a procedure making it possible to test, prior to their production, all applications in order to verify the absence of any adverse effect on the activity or on the security of the service. The service provider must document and implement a procedure to ensure the integrity of the test data used in pre-production. If the service provider wishes to use data from the Commander from the production to carry out tests, the service provider must first obtain the agreement of the sponsor and anonymize them. The service provider must ensure data confidentiality during their anonymization. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page"," 14.2
 14.3
 14.7"
EUCS,CCM-05,"CCM-05  - PERFORMING AND LOGGING CHANGES - [CCM-05] (Basic) The CSP shall define roles and rights according to IAM-01 for the authorised personnel or system components who are allowed to make changes to the cloud service in the production environment.

[CCM-05] (Basic) All changes to the cloud service in the production environment shall be logged and shall be

[CCM-05] (High) The CSP shall automatically monitor changes in the production environment to guarantee fulfilment of CCM-05.1",SecNumCloud,12.2.a | 12.2.b | 12.2.c | 12.2.d | 14.2.a | 14.2.b | 14.2.c,"The service provider must document and implement a procedure for managing changes to the information processing systems and means of processing. The service provider must document and implement a procedure allowing, in the event of operations carried out by the service provider and which may have an impact on the security or availability of the service, to communicate the following information as soon as possible: - the scheduled date and time of the start and end of operations; - The nature of operations; - Impacts on security or availability of service; - Contact within the provider. As part of a PAAS service, the service provider must inform the sponsor as soon as possible of any modification to come on software elements under his responsibility as soon as complete compatibility cannot be ensured. The service provider must inform the sponsor as soon as possible of any future modification on the elements of the service as long as it is likely to cause a loss of functionality for the sponsor. operating The service provider must document and implement a procedure for controlling the changes to the service information system. The service provider must document and implement a procedure for validating the changes to the service information system on a pre-production environment before their production. The service provider must keep a history of the versions of software and systems (internal or external developments, commercial products) implemented to allow to reconstruct, if necessary in a test environment, a complete environment as it was implemented on a given date. The conservation time of this history must be in accordance with that of backups (see chapter 12.5). operating platform","12.2
14.2"
EUCS,EUCS-77,"CCM-06  - VERSION CONTROL - [CCM-06] (Basic) The CSP shall implement version control procedures to track the dependencies of individual changes and to restore affected system components back to their previous state as a result of errors or identified vulnerabilities.

[CCM-06] (High) The version control procedures shall provide appropriate safeguards to ensure that the

[CCM-06] (High) The CSP shall retain a history of the software versions and of the systems that are implemented in order to be able to reconstitute, where applicable in a test environment, a complete environment such as was implemented on a given date; the retention time for this history shall be at least the same as that for backups (cf. OPS-06)",SecNumCloud,14.2.a | 14.2.b | 14.2.c,"The service provider must document and implement a procedure for controlling the changes to the service information system. The service provider must document and implement a procedure for validating the changes to the service information system on a pre-production environment before their production. The service provider must keep a history of the versions of software and systems (internal or external developments, commercial products) implemented to allow to reconstruct, if necessary in a test environment, a complete environment as it was implemented on a given date. The conservation time of this history must be in accordance with that of backups (see chapter 12.5). operating platform",14.2
EUCS,EUCS-78,"DEV-01  - POLICIES FOR THE DEVELOPMENT AND PROCUREMENT OF INFORMATION SYSTEMS - [DEV-01] (Basic) The CSP shall document, communicate and implement policies and procedures according to ISP-02 with technical and organisational measures for the secure development of the cloud service.

[DEV-01] (Basic) The policies and procedures for secure development shall consider information security from

[DEV-01] (Substantial) The policies and procedures for development shall include measures for the enforcement of

[DEV-01] (Unknown) These policies and procedures should focus on the Secure Software Development Life Cycle (SSDLC); they are expected to impact procedures beyond the present category, and in particular in the CCM and OPS categories",SecNumCloud,14.1.a | 14.1.b,"The service provider must document and implement secure development rules for software and systems, and apply them to internal developments. The service provider must document and implement a secure development training for the employees concerned.",14.1
EUCS,EUCS-80,"DEV-03 - SECURE DEVELOPMENT ENVIRONMENT - [DEV-03] (Basic) The CSP shall ensure that the confidentiality and integrity of the source code is adequately protected at all stages of development

[DEV-03] (Basic) The CSP shall use version control to keep a history of the changes in source code with an

[DEV-03] (Substantial) The CSP shall implement a secure development and test environments that makes it possible to manage the entire development cycle of the information system of the cloud service

[DEV-03] (Substantial) The CSP shall consider the development and test environments when performing risk

[DEV-03] (Substantial) The CSP shall include development resources as part of the backup policy",SecNumCloud,14.4.a | 14.4.b,The service provider must implement a secure development environment to manage the entire development cycle of the service information system. The service provider must take into account development environments in risk assessment and ensure its protection in accordance with this repository.," 14.4 
"
EUCS,EUCS-82,"DEV-05  - DEVELOPMENT OF SECURITY FEATURES - [DEV-05] (Substantial) Design documentation for security features shall include a specification of expected inputs,

[DEV-05] (Substantial) The tests of the security features shall cover all the specified inputs and all specified outcomes, including all specified error conditions.

[DEV-05] (Substantial) The documentation of the tests for security features shall include at least a description of the

[DEV-05] (High) The documentation of the tests shall include a demonstration of the coverage of the source code, including branch coverage for security-critical code.",SecNumCloud,14.3.a | 12.10.a | 12.10.b | 12.10.c,"The service provider must document and implement a procedure making it possible to test, prior to their production, all applications in order to verify the absence of any adverse effect on the activity or on the security of the service. The service provider must document and implement a procedure to control the installation of software on service system equipment. The service provider must document and implement a procedure for managing the software environment configuration made available to the sponsor, in particular for their maintenance in security condition. The service provider must provide an inspection and deletion capacity, if necessary, of entrants3 (control of authenticity and the safety of updates, control of the innocent of the tools provided, etc.) relating to the perimeter of the technical infrastructure: 3 The entrants are here made up of the elements necessary and specific to the installation of software considered: software elements to be installed, installation tools provided, etc. Providers of IT services in clouds (SecnumCloud) - Referential of requirements Date Date Criterion Diffusion Page - This inspection and deletion capacity must generate activity logs and must be able to be the subject of an audit of code, - entrants must be treated on specific devices carried out and maintained by the provider and hosted in a partitioned area of ​​the rest of the infrastructure ( demilitarized as defined in [G_INT]).","14.3
12.10"
EUCS,EUCS-83,"DEV-06  - IDENTIFICATION OF VULNERABILITIES OF THE CLOUD SERVICE - [DEV-06] (Basic) The CSP shall apply appropriate measures to check the cloud service for vulnerabilities that may have been integrated into the cloud service during the development process.

[DEV-06] (Substantial) The procedures shall include the following activities, depending on the risk assessment: - Static Application Security Testing; - Dynamic Application Security Testing; - Code reviews by subject matter experts; and - Obtaining information about confirmed vulnerabilities in software libraries provided by third parties and used in their own cloud service.

[DEV-06] (Substantial) The CSP shall assess the severity of identified vulnerabilities according to the criteria defined in OPS-17 and measures are taken to immediately eliminate or mitigate them.

[DEV-06] (High) The procedures for identifying such vulnerabilities also shall include annual code reviews and",SecNumCloud,12.11.a | 12.11.b,The service provider must document and implement a monitoring process to manage the technical vulnerabilities of software and systems used in the service information system. The provider must assess its exposure to these vulnerabilities by including them in the risk assessment and apply the appropriate risk treatment measures.,12.11
EUCS,EUCS-84,"DEV-07  - OUTSOURCING OF THE DEVELOPMENT - [DEV-07] (Substantial) Before subcontracting the development of the cloud service or components thereof, the CSP

[DEV-07] (High) The CSP shall document and implement a procedure that makes it possible to supervise and control the outsourced development activity, in order to ensure that the outsourced development activity is compliant with the secure development policy of the service provider and makes it possible to achieve a level of security of the external development that is equivalent to that of internal development

[DEV-07] (High) Internal or external employees of the CSP shall run the tests that are relevant for the",SecNumCloud,14.5.a,The service provider must document and implement a procedure to supervise and control the outsourced development activity of software and systems. This procedure must ensure that the outsourced development activity is in accordance with the secure development policy of the service provider and makes it possible to reach a level of security for external development equivalent to that of internal development (see requirement 14.1 a).,14.5
EUCS,EUCS-85,DEV-08 CONTROLLING EXCHANGES WITH SUPPLIERS OF FUNCTIONAL COMPONENTS - [DEV-08] (nan) The exchanges with suppliers of functional components are limited and controlled by the CSP.,SecNumCloud,3.2.a | 3.2.b | 3.2.c | 3.2.d | 3.2.e | 3.2.f | 3.2.g | 3.2.h | 3.2.i | 3.2.j | 3.2.k | 3.2.m | 3.2.n | 3.2.o | 3.2.p | 3.2.q | 3.2.r | 12.10.a | 12.10.b | 12.10.c | 12.13.a | 12.14.a,"The sponsor can, when he is an administrative authority or an operator of vital importance, ask the ANSSI to participate in the definition of the specifications being the subject of a tender or a contract. It is recommended that the sponsor to choose his service provider in the catalog of qualified providers published on the ANSSI website, the qualification of a cloud provider at a compliance at all of the requirements of this repository. To benefit from a qualified service, that is to say in accordance with all the requirements of this reference system, the sponsor must:-choose the service provider in the catalog of qualified providers published on the ANSSI website; - Requiring the service provider to stipulate in the service agreement that the service provided is a qualified service. Indeed, a qualified service provider keeps the ability to provide unskilled services. The use of a service provider from the catalog of qualified providers is therefore a necessary condition but not sufficient to benefit from a qualified service, the sponsor must therefore also require a qualified service. It is recommended that the sponsor uses the purchasing guide for safety products and trust services [Guide_Achat] which aims to support the purchase function of sponsors during tenders. The sponsor may, in accordance with the qualification process of trust service providers [Process_qualif], file a complaint against a qualified service provider for which he considers that he did not comply with one or more requirements of this repository within the framework of a qualified service. If it turns out after the investigation of the complaint that the service provider has not complied with one or more requirements of this repository within the framework of a qualified service, and depending on the gravity, the qualification of the service provider can be suspended, withdrawn or its reduced qualification scope. The qualification of a service provider does not attest to its ability to access or have classified defense information [IGI_1300] The qualification of a service provider does not attest to its ability to access or have controlled articles of information systems security (ACSSI) [II_910]. The compliance of the service provider at the SECNUMCLOUD SEPHOI does not replace the legal or regulatory requirements applicable to certain specific data such as restricted dissemination level or health data. For access to service management interfaces, it is recommended that the sponsor uses means (terminals, servers) dedicated to administration tasks and in accordance with the recommendations of the guide [NT_ADMIN]. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page When the service provider uses a CAAS type service as a base of another type of service (PAAS or SaaS), the resources assigned to the use of the provider must in no case be accessible via the public interface made available to other sponsors of the CAAS service. When the service provider uses a PAAS type service as a base of another type of service (typically SaaS), the resources assigned to the use of the provider must in no case be accessible via the public interface made available to other sponsors of the PAAS service. The service provider must indicate in the service agreement whether the data of the sponsor is automatically saved or not. In the negative, the service provider must raise awareness among the sponsor of the risks incurred and clearly indicate the operations to be carried out by the sponsor so that his data is saved. The service provider must indicate in the service agreement if it authorizes remote access for administration or support actions to the service information system. The service provider must specify in the service agreement that: - the service is qualified and include the qualification certificate The service provider must specify in the service agreement that the sponsor authorizes, in accordance with this repository (see chapter 18.2, an audit provider of the security of information systems [PASSI] qualified by the service provider to audit the service and its information system within the framework of the control plan. The service provider must specify in the service agreement that he undertakes to provide all the information necessary for the realization of compliance audits at the provisions of article 28 of the [GDPR], led by the sponsor or a mandated third party. It is recommended that the third party mandated for audits is an audit provider of qualified information systems [PASSI]. The service provider must document and implement a procedure to control the installation of software on service system equipment. The service provider must document and implement a procedure for managing the software environment configuration made available to the sponsor, in particular for their maintenance in security condition. The service provider must provide an inspection and deletion capacity, if necessary, of entrants3 (control of authenticity and the safety of updates, control of the innocent of the tools provided, etc.) relating to the perimeter of the technical infrastructure: 3 The entrants are here made up of the elements necessary and specific to the installation of software considered: software elements to be installed, installation tools provided, etc. Providers of IT services in clouds (SecnumCloud) - Referential of requirements Date Date Criterion Diffusion Page - This inspection and deletion capacity must generate activity logs and must be able to be the subject of an audit of code, - entrants must be treated on specific devices carried out and maintained by the provider and hosted in a partitioned area of ​​the rest of the infrastructure ( demilitarized as defined in [G_INT]). As part of teleodiagnostic or telemaintment of infrastructure components, considering the risks of confidentiality of the data of the sponsors, the service provider must: - verify that the person to whom access must be authorized has satisfied the verifications of the requirement 7.1.b; - In the case of an intervention carried out by a person who has not satisfied the checks of the requirement 7.1.B, implement a secure gateway (rebound position) by which the person must connect and allow a supervision of actions (authorization or prohibition of actions, request for explanations, etc.) in real time, by a person who provides NAGE computer service providers (SecnumCloud) - Page itself satisfies the checks of the requirement 7.1.b. The secure gateway will have to meet the safety objectives4 specified in [G_EXT]; - Consider the actions carried out, once the access is authorized, as actions of administration and journalist as such; - Delete the authorization to access the end of the intervention. The service provider must provide an inspection and deletion capacity of leaving the technical infrastructure relating to the perimeter of the service (invoicing information, any newspapers necessary for the processing of incidents, etc.): - The outgoing must be able to be expared from the data that can affect the confidentiality of the data of the sponsors; - This capacity for inspection and deletion must generate activity logs and must be able to be the subject of an audit of code; - The outgoing is treated on specific devices made and maintained by the service provider, and hosted in a partitioned area of ​​the rest of the infrastructure (of the demilitarized zone type as defined in [g_int]). Safety 4Objectives of the secure gateway [G_EXT]: - authenticate the remote machine and the person in charge of the support; - prevent the exploitation of vulnerabilities or stolen doors on the telemas; - Guarantee the confidentiality and integrity of data on the IS; - Ensure a traceability of confidence of the actions carried out by the technician of the support center; -Guarantee the safety of the telemaintin function vis-à-vis the system subject to teleodiagnostics as well as related systems; - Guarantee the absence of a leak of information outside. IT service providers in clouds (SecnumCloud) - Date Date Version References Dispute Criterion Page","3.2
12.10
12.13
12.14"
